HS Number,Name,Address,City,State,Zip,Primary Identifier,Website,Contacts
22084756310,Lambs Farm,14245 West Rockland Road,Libertyville,IL,60048,Prospect,lambsfarm.org,8
19385426042,Weston Bridges,323 Weston Ave,Aurora,IL,60505,Prospect,www.westonbridges.com,2
19303170172,CAN OF ILLINOIS (IL),15841 TERRACE DRIVE,OAK FOREST,IL,60452,Client,,0
19123123615,Esperanza Community Services,520 North Marshfield Avenue,Chicago,IL,60622,Client,esperanzacommunityservices.org,1
18923239543,NEWSTART LIVING CENTER I,305 N BEVERLY ST,CROWLEY,IL,62914,Prospect,newstart-inc.com,0
18923314307,NEWSTART LIVING CENTER I I I,1000 COURY RD,EVERMAN,IL,62914,Prospect,newstart-inc.com,0
18923065526,NEWSTART LIVING CENTER V,4503 PALOMINO CT,ARLINGTON,IL,62914,Pipeline,newstart-inc.com,1
17913652040,Golfview Developmental Center,9555 Golf Rd,Des Plaines,IL,60016,Prospect,golfview.org,2
17090779439,CHAMNESS CARE,1955 St Hwy 146 East,Anna,IL,62906,Prospect,chamnesscare.com,1
14986356383,Optimum Home Health Care Inc.,9730 S Western Ave,Evergreen Park,IL,60805,Client,optimumhomehealth.com,1
10829300520,L'Arche Chicago,7313 Madison St,Forest Park,IL,60130,Client,larchechicago.com,10
10250315933,TARRYTOWN EXPOCARE IL,1955 W. CHICAGO AVENUE,CHICAGO,IL,60622,Client,,0
10250241044,PIASA MANOR (ICF) (DDMS) (IL),110 N ALBY COURT,GODFREY,IL,62035,Client,,0
10249514092,UCP SEGUIN SOUTH (IL(STE)),3100 S CENTRAL AVE,CICERO,IL,60804,Client,,0
10250241043,UCP SEGUIN WEST (IL(STE)),3100 S CENTRAL AVE,CICERO,IL,60804,Client,,0
10249514091,LINDEN ESTATES (ICF) (IL),1000 LINDEN ST,MORTON,IL,61550,Client,,0
10249568827,OAKWOOD ESTATES (ICF) (IL),2213 VETERANS RD,MORTON,IL,61550,Client,,0
9559919385,Comwell,10257 Illinois 3,Red Bud,IL,62278,Prospect,comwell.us,2
9462320675,Mount St Joseph,24955 N Us Hwy 12,Lake Zurich,IL,60047,Pipeline,www.mtstjoseph.org,1
9419557899,UCP Dallas,4637 Memory Ln,Chicago,IL,60606,Prospect,www.ucpdallas.org,0
9419557790,Compassionate,1730 Park St Ste 214,Naperville,IL,60563,Prospect,www.compassionatelivinghome.com,0
9419557778,Kin Care,4113 N Lincoln Ave Ste 1,Chicago,IL,60618,Prospect,www.kincareinc.com,0
9419199300,Achieve Development Association,5115 Church St Ste 100,Skokie,IL,60077,Prospect,www.achievedevelopmentassociation.com,0
9419234100,Star Care,1675 E Ash St,Canton,IL,61520,Prospect,www.starcarehealthcare.com,0
9419234055,ACCESS COMMUNITY EXPERIENCE,4530 S Woodlawn Ave Unit 104,Chicago,IL,60653,Prospect,www.aceillinois.org,0
9419234099,Alden of Old Town East,108 S 1st St,Bloomingdale,IL,60108,Prospect,www.aldenoldtowneast.com,0
9419234084,Saze Community Services,1236 W Northwest Hwy Ste 1236,Palatine,IL,60067,Prospect,www.sazehomes.com,0
9419234072,Alden Springs,207 E Army Trail Rd,Bloomingdale,IL,60108,Prospect,www.aldensprings.com,0
9419234069,Alden of Old Town West,118 S Bloomingdale Rd,Bloomingdale,IL,60108,Prospect,www.aldenoldtownwest.com,0
9419233966,Epilepsy Advocacy Network,303 E Hillcrest Dr Ste 1,Dekalb,IL,60115,Prospect,www.epilepsyadvocacynetwork.org,0
9419233962,Southeastern Residential Alternatives,105 S Commercial St,Harrisburg,IL,62946,Prospect,www.sracila.com,0
9419148548,Gentle Hands Rehabilitation,5319 Sawgrass Ave,Richton Park,IL,60471,Prospect,www.gentlehandsrehabinc.com,0
9419159048,Cherubim Developmental Training Program,211 E Illinois St Ste 3,Wheaton,IL,60187,Prospect,https://cherubimdtp.org,0
9419158969,Covenant Children's Ministries,4055 W Peterson Ave 106,Chicago,IL,60646,Prospect,www.covcare.org,0
9419208598,Association for the Developmentally Disabled of Woodford County,200 Moody St,Eureka,IL,61530,Prospect,www.addwc.org,4
9419208594,Phoenix Community Development Services,202 NE Madison Ave,Peoria,IL,61602,Prospect,www.phoenixcds.org,0
9419208593,At Home Mission,310 Nordica Ave,Glenview,IL,60025,Prospect,www.athomemission.org,0
9419208586,Macon County Mental Health Board,141 S Main St Ste 601,Decatur,IL,62523,Prospect,www.mcmhb.com,0
9419066228,Mental Health Centers of Western Illinois,700 SE Cross St,Mount Sterling,IL,62353,Prospect,www.mhcwi.org,0
9419185728,Libenu,8052 Monticello Ave Ste 203,Skokie,IL,60076,Prospect,www.libenu.org,1
9419185727,Families Building Dreams,2970 Maria Ave Ste 214,Northbrook,IL,60062,Prospect,,0
9419185719,TRADE Industries,505 S Mccoy Ave,Mcleansboro,IL,62859,Prospect,www.tradeindustries.org,0
9419166298,MALCOLM EATON Enterprises,570 W Lamm Rd,Freeport,IL,61032,Prospect,www.malcolmeaton.org,1
9419016486,Alden Village,267 E Lake St,Bloomingdale,IL,60108,Prospect,www.aldenvillage.com,0
9418989575,Christian County Mental Health Association,730 N Pawnee St,Taylorville,IL,62568,Prospect,www.ccmha.net,0
9418989571,"Progressive Housing, Inc",20180 Governors Dr Ste 300,Olympia Fields,IL,60461,Pipeline,www.phidd.org,12
9419033143,Pathway Services Unlimited,1905 W Morton Ave,Jacksonville,IL,62650,Prospect,www.pathwayservices.org,10
9411338417,Marklund,1s450 Wyatt Dr,Geneva,IL,60134,Prospect,www.marklund.org,3
8785132148,KEL-TECH MANAGEMENT CO,201 North Main Street,Anna,IL,62906,Prospect,keltechmanagement.com,1
8784699524,FIVE STAR INDUSTRIES,304 East Main Street,Du Quoin,IL,62832,Pipeline,5starind.com,9
8311623456,Mosaic Illinois Region,996 Cole St,Bushnell,IL,61422,Prospect,,0
8310877572,Mosaic Rockford,1111 South Alpine Road,Rockford,IL,61108,Prospect,www.mosaicrockford.com,1
8311623458,Illinois Mentor (Sevita),114 State St,Peoria,IL,61602,Prospect,sevitahealth.com,0
8311647567,Mosaic Macomb,220 North Lafayette,Macomb,IL,61455,Prospect,mosaicinfo.org,1
8310877578,"Developmental Services Center of Champaign County, Inc",1304 W Bradley Avenue,Champaign,IL,61821,Client,dsc-illinois.org,0
8296293465,NEW STAR CHC HT(NO DH)(STE-IL),1333 West End Avenue,Chicago Heights,IL,60411,Client,southstarservices.org,1
32862431285,Easter Seals IL - Joliet Region,212 Barney Drive,Joliet,IL,60435,Prospect,mtc.easterseals.com,39
7771870486,ddhomes.com,3016 ALIDA ST,Rockford,IL,61101,Prospect,ddhomes.com,1
7771742123,LARC Lansing,19043 Wentworth Avenue,Lansing,IL,60438,Prospect,larclansing.com,6
7657994303,avenuesonline.org,9019 N Clifton Ave,Niles,IL,60714,Client,avenuesonline.org,1
7657497437,Stepping Stones Treatment,1621 Theodore Street,Joliet,IL,60435,Prospect,steppingstonestreatment.com,4
33511159165,Rimland Services NFP,1265 Hartrey Avenue,Evanston,IL,60201,Prospect,rimland.org,1
7658042486,Piatt County Mental Health Center,1921 North Market Street,Monticello,IL,61856,Prospect,piattmhc.org,1
7658002071,St. Mary of Providence,,,IL,,Client,,1
7657985824,Avancer Homes,,,IL,,Client,,0
7657928595,ILLINOIS MENTOR COMMUNITY SERVICES INC (Sevita),20646 ABBEY WOODS COURT RM 201,FRANKFORT,IL,60423,Prospect,www.il-mentor.com,0
7657367621,Apostolic Christian Home for the,107 E. Jefferson St.,Morton,IL,61550,Client,,0
7657972230,WILLIAM M BEDELL ACHIEVEMENT A,400 South Main Street,Wood River,IL,62095,Prospect,bedellarc.org,2
7657943607,Sheltered Village,600 Borden St,Woodstock,IL,60098,Onboarding,www.shelteredvillageil.com,3
7657375091,Avenues to Independence,515 Busse Highway,Park Ridge,IL,60068,Client,www.avenuestoindependence.org,9
7658011294,Soledad Social Services Corp,6059 W Belmont Ave,Chicago,IL,60634,Prospect,http://www.soledadsocialservices.org/,2
7657367593,SOUTHERN ILLINOIS COMMUNITY SUPPORT SERVICES,301 East Hanover Street,New Baden,IL,62265,Prospect,https://mylifemychoicemyhome.org,0
7657496431,Marcfirst,1606 Hunt Drive,Normal,IL,61761,Prospect,,1
7658042477,Shore Community Services,8350 Laramie Avenue,Skokie,IL,60077,Client,,1
34452928597,CWTC - Community Workshop and Training Center,3215 North University Street,Peoria,IL,61604,Prospect,cwtc.org,1
7658118265,Bethshan Association II,12927 Monitor Avenue,Palos Heights,IL,60463,Prospect,bethshan.com,2
7657928606,Community Support Services (CCS),9021 Ogden Avenue,Brookfield,IL,60513,Client,https://www.cssservices.org,2
34522558003,Bellwood Developmental Center,105 Eastern Avenue,Bellwood,IL,60104,Prospect,https://bellwoodnursingcenter.com/,
7657929535,Streator Unlimited,706 PO Box,Streator,IL,61364,Prospect,streatorunlimited.org,1
7657943466,Apostolic Christian LifePoints,2073 Veterans Rd 61550,Morton,IL,61550,Client,https://aclifepoints.org,6
33489951075,Ada S. McKinley,1863 S Wabash Ave,Chicago,IL,60616,Client,www.adasmckinley.org,
7657383260,Coleman Tri County Services,"22 Veterans Drive, Suite C","Harrisburg,",IL,62946,Prospect,www.colemantricounty.org,2
33779256752,Marion County Horizon Center - Health Care Management Corp,403 W. McMackin St,Salem,IL,62281,Prospect,healthcaremanagementcorp.com,
7657393839,Helping Hand Center,,,IL,,Client,,0
7657918573,D care incorporated,,,IL,,Client,,0
35163713567,Community Link,1665 North 4th Street,Breese,IL,62230,Client,www.commlink.org,18
33526351769,OAK-LEYDEN DEVELOPMENT SERVICE,411 Chicago Ave,Oak Park,IL,60302,Prospect,oak-leyden.org,7
33526353028,Turning Point Behavioral Health Care Center,8324 Skokie Boulevard,Skokie,IL,60077,Prospect,tpoint.org,5
7658047011,Comprehensive Behavioral Health Center of St. Clair,505 South 8th Street,E. St. Louis,IL,62201,Prospect,cbhc1.org,1
7658042295,EPILEPSY FOUNDATION OF GREATER SOUTHERN ILLINOIS,3515 North Belt West,Belleville,IL,62226,Prospect,https://www.efgreatersil.org/,2
7657972267,Epic,1913 W. TOWNLINE RD.,Peoria,IL,61615,Client,https://epicci.org/about/meet-our-leadership/,16
7657496325,El Valor Corporation,1850 West 21st Street,Chicago,IL,60608,Prospect,elvalor.net,1
33545555637,Broadstep - IL,701 W. Lamm Rd.,Freeport,IL,61032,Prospect,https://www.broadstep.com/illinois/,1
7657928506,"Active Visions, Inc.",5721 N. Central Avenue,Chicago,IL,60646,Client,http://www.activevisions.net/cila,17
7652258126,Aspire On Broadway,117 North 19th Avenue,Melrose Park,IL,60160,Client,aspireofillinois.org,1
7610773338,Futures Unlimited Inc,210 E Torrance Ave,Pontiac,IL,61764,Client,futuresunlimited.org,5
7609493017,Easterseals - Western PA,141 West Jackson Boulevard,Chicago,IL,60604,Prospect,westernpa.easterseals.com,46
33650870329,Warren Achievement Ctr,1220 East 2nd Avenue,Monmouth,IL,61462,Prospect,warrenachievement.com,9
7612081230,Specialized Training for Adult Rehabilitation,20 North 13th Street,Murphysboro,IL,62966,Prospect,startinc.org,2
7613409914,GATEWAY SERVICES,406 South Gosse Boulevard,Princeton,IL,61356,Prospect,http://www.gateway-services.org/gateway-services-leaders,4
33526351899,St. Coletta's - IL,18350 Crossing Drive,Tinley Park,IL,60487,Prospect,https://www.stcolettasofil.org/,1
34452928878,Moultrie County Beacon,401 West Water Street,Sullivan,IL,61951,Prospect,mcbeacon.org,4
7610773330,Macon Resources,125 North Water Street,Decatur,IL,62524,Prospect,maconresources.org,13
7610773328,Leeda Services of Illinois Inc,1607 W HOWARD,Chicago,IL,60626,Prospect,www.leedaservices.org,1
7613309300,Thresholds,4101 North Ravenswood Avenue,Chicago,IL,60613,Prospect,thresholds.org,4
7611983139,Abilities Plus,1100 North East Street,Kewanee,IL,61443,Prospect,abilitiesplus.org,2
33545557522,Blue Cap,2155 Broadway Street,Blue Island,IL,60406,Client,blue-cap.org,8
7613554268,Riverside Foundation,14588 Illinois 22,Lincolnshire,IL,60069,Pipeline,riversidefoundation.net,6
7611239031,Center for Independent Futures,1015 Davis Street,Evanston,IL,60201,Prospect,independentfutures.com,2
7613354790,Milestone,4060 McFarland Road,Loves Park,IL,61111,Prospect,milestone-inc.org,9
7608717837,Orchard Village,7660 Gross Point Road,Skokie,IL,60077,Prospect,www.orchardvillage.org,14
7612081216,"Tazewell County Resource Centers, Inc (TCRC)",21310 Illinois 9,Tremont,IL,61568,Prospect,https://tcrcorg.com/,17
7613354788,Ryle,4102 Belmont Point,Champaign,IL,61822,Prospect,ryle.com,8
33545556537,Friendship House,1718 North 2525th Road,Ottawa,IL,61350,Prospect,https://friendshiphouseillinois.org/,2
33604406384,Lutheran Social Services,1001 E Touhy Ave # 50,Des Plaines,IL,60018,Prospect,lssi.org,10
7611996335,Bryan Manor,2150 East McCord Street,Centralia,IL,62801,Prospect,bryanmanor.info,4
7611996329,PIONEER CENTER (IL) (FEDEX),4031 West Dayton Street,McHenry,IL,60050,Client,pioneercenter.org,34
7613281682,Helping Hand Center,9649 West 55th Street,Countryside,IL,60525,Client,www.hhcenter.org,15
33526352708,Individual Advocacy Group,1289 Windham Pkwy,Romeoville,IL,60446,Prospect,iaginc.org,5
7609492913,DD Homes Network,235 North West Street,Jacksonville,IL,62650,Prospect,ddhomes.net,51
33526350965,South Chicago Parents & Friends,10241 South Commerical Avenue,Chicago,IL,60617,Prospect,scpf-inc.org,5
33545554977,"Opportunity House, Inc.",202 Lucas Street,Sycamore,IL,60178,Prospect,ohinc.org,21
7608221297,Clearbrook,1835 W Central Rd,Arlington Heights,IL,60005,Pipeline,www.clearbrook.org,67
7611912781,Kreider Services,500 Anchor Road,Dixon,IL,61021,Prospect,kreiderservices.org,18
33526352477,Beverly Farm Foundation,6301 Humbert Road,Godfrey,IL,62035,Prospect,beverlyfarm.org,11
7657978248,Little City Foundation,1760 West Algonquin Road,Palatine,IL,60067-4799,Client,www.littlecity.org,29
33123950485,Open Door Rehabilitation Center,405 South Wells Street,Sandwich,IL,60548,Pipeline,odrc.org,15
7613552411,Transitions of Western Illinois,4409 Maine Street,Quincy,IL,62305,Prospect,twi.org,6
33545554482,Horizon House Of Illinois,2000 Plank Road,Peru,IL,61354,Prospect,horizonhouseperu.org,9
33526352259,Misericordia Home,6300 North Ridge ave,Chicago,IL,60660,Pipeline,misericordia.com,19
7608715899,"Southern Illinois Living Centers, Inc. - SILC",300 E Illinois St,New Baden,IL,62265,Prospect,mylifemyhome.org,10
7613408177,CTF Illinois,18230 Orland Parkway,Orland Park,IL,60462,Prospect - Former Client,ctfillinois.org,35
33489972483,Association for Individual Development - AID,309 New Indian Trail Court,Aurora,IL,60506,Pipeline,aidcares.org,34
7613307513,Foundation for Human Development,8 South Michigan Avenue Suite 1206,Chicago,IL,60603,Client,envisionunlimited.org,51
7613483020,"FAYCO Enterprises, Inc.",1313 Sunset Dr.,Vandalia,IL,62471,Prospect,fayco.org,5
7613766681,PACTT Learning Center,7101 North Greenview,Chicago,IL,60626,Client,pactt.org,16
32862431828,Goldie B. Floberg Center,58 W Rockton Rd,Rockton,IL,61072,Pipeline,goldiefloberg.org,15
7613380998,United Cerebral Palsy Seguin of Greater Chicago,3100 South Central Ave,Chicago,IL,60804,Client,seguin.org,19
7608715887,Centerstone of Illinois,200 N. Emerald Lane,Carbondale,IL,62901,Prospect,centerstone.org,30
7612079394,The ARC of the Quad Cities Area,4016 9th Street,Rock Island,IL,61201,Prospect,arcqca.org,11
7613408166,CCAR Industries,1530 Lincoln Avenue,Charleston,IL,61920-0560,Prospect,www.ccarindustries.org,5
7613307494,Disabled Citizens Foundation,1304 West Bradley Avenue,Champaign,IL,61821,Client,dsc-illinois.org,36
7613434533,Covenant Ability Network of Illinois,15841 Terrace Drive,Oak Forest,IL,60452,Client,cmb.org,6
9480855723,Hope,15 E HAZEL DELL LN,Springfield,IL,62712,Prospect,hope.us,8
33226839048,"Trinity Services, Inc.",301 Veterans Parkway,New Lenox,IL,60451,Prospect,trinityservices.org,49
7609207948,The Arc of Iroquois County,700 East Elm Street,Watseka,IL,60970,Client,thearcirq.org,12
33065227916,"Challenge Unlimited, Inc.",Four Emmie L. Kaus Lane,Alton,IL,62002,Prospect,cuinc.org,8
33511160153,Search Inc.,625 Slawin Court,Mount Prospect,IL,60056,Pipeline,search-inc.org,22
7613408159,"Cornerstone Services, Inc.",777 Joyce Road,Joliet,IL,60436,Prospect,cornerstoneservices.org,51
33702327188,Bridgeway,639 Hawthore Court,Galesburg,IL,61401,Prospect,bway.org,16
7613307487,Alvin Eades Center Inc,905 West Superior Street,Jacksonville,IL,62650,Prospect,,1
7613325644,Community Support Systems,618 West Main Street,Teutopolis,IL,62467,Prospect,csscares.org,9
7611864736,Human Support Services,988 N Illinois Route 3,Waterloo,IL,62298,Prospect,www.hss1.org,15
33604331660,Envision Unlimited,"8 S Michigan Ave, Ste 1700",Chicago,IL,60603,Prospect,www.envisionunlimited.org,3
7611864742,Ada S. McKinley Community Services,1359 West Washington Boulevard,Chicago,IL,60607,Client,https://www.adasmckinley.org,48
31952112221,ResCare-Indiana-New Albany-Jasper-Bedford,4341 Security Parkway,New Albany,IN,47150,Pipeline,,1
9072524091,DSA - GREENFIELD (IN),1538 STATE STREET,GREENFIELD,IN,46140,Client,,0
19179743318,Wabash Center,2000 Greenbush Street,Lafayette,IN,47904,Prospect,wabashcenter.com,5
7608221254,"Hillcroft Services, Inc.",114 East Streeter Avenue,Muncie,IN,47303,Pipeline,hillcroft.org,7
9072823211,DSA - ANGOLA (IN),704 E. MAUMEE ST.,ANGOLA,IN,46703,Client,,0
7609209776,DSA - ANDERSON (IN),4019 COLUMBUS AVE,ANDERSON,IN,46013,Client,dsa-in.com,7
9072896423,DSA - CRAWFORDSVILLE (IN),401 WAYNETOWN RD,CRAWFORDSVILLE,IN,47933,Client,,0
9072934812,DUNGARVIN (IN) (T&F SHIP ONLY),3570 BLACKTHORN CT,SOUTH BEND,IN,46628,Client,www.inlnig.com,0
9072847929,DSA - INDIANAPOLIS (IN),6201 LA PAS TRAIL,INDIANAPOLIS,IN,46268,Client,,0
29720310065,"Sycamore Services,",1001 Sycamore Lane,Danville,IN,46122,Prospect,sycamoreservices.com,2
29698328981,Brazil Resource Center,201 Dormeyer Avenue,Rockville,IN,47872,Prospect,cars-services.org,1
25808117249,Hopewell Center,5325 Main Street,Anderson,IN,46013,Prospect,hopewellcenter.org,1
25346818661,The Arc of Wabash Valley (Previously The Arc of Vigo County),11 Cherry Street,Terre Haute,IN,47807,Prospect,https://www.arcwabashvalley.org,2
23741459585,Amlab Homes,5181 North High School Road,Indianapolis,IN,46254,Prospect,amlabhomes.com,1
23753286317,KCARC,2525 N 6th St,Vincennes,IN,47591,Prospect,knoxcountyarc.com,6
20466222977,eastersealsni.org,,,IN,,Prospect,eastersealsni.org,2
19754809003,Noble Inc,7701 East 21st Street,Indianapolis,IN,46219,Prospect,mynoblelife.org,4
19179742631,LEL Home Services,5936 North Keystone Avenue,Indianapolis,IN,46220,Prospect,lelhomeservices.com,1
19179666947,The Arc of LaGrange County,235 W. 300 North,Howe,IN,46746,Prospect,arclag.org,9
19179664719,Easterseals Rehabilitation Center - IN,3701 Bellemeade Ave,Evansville,IN,47714,Prospect,https://www.easterseals.com/in-sw/,0
19179666598,New Hope of Indiana,8450 North Payne Road,Indianapolis,IN,46268,Prospect,newhopeofindiana.org,4
19179666104,REM Indiana,8401 Ohio Street,Merrillville,IN,46410,Prospect,www.in-mentor.com,1
17597227032,primecareservices.org,991 N Lafayette St.,Terre Haute,IN,47805,Prospect,primecareservices.org,1
15749644916,adifferentlight.com,211 W Market St,Bluffton,IN,46714,Prospect - Former Client,adifferentlight.com,16
14788131194,Affinity Care Group,1400 Main Street Suite 163,Clarksville,IN,47129,Prospect,affinitycaregroup.net,3
10409176939,Arc,595 S. MIAMI ST,Wabash,IN,46992,Prospect,www.arcwabash.org,5
10409318422,Sweet Owen Industries Arc,36 Concord Rd,Spencer,IN,47460,Prospect,www.sweetowenarc.org,0
10360163356,New Horizons - IN,237 Six Pine Ranch Road,Batesville,IN,47006,Pipeline,nhrinc.com,12
10144371516,Assisted Independence,PO BOX 6247,Columbus,IN,47202,Prospect,assistedindependence.care,2
10143479061,Forte Residential Inc,"120 South Lake Street, Suite 100",Warsaw,IN,46580,Prospect,forteresidential.org,2
9814154502,Arc Opportunities,235 W 300 N,Howe,IN,46746,Prospect,www.arcopportunities.org,2
9455098961,Marshall-Starke Development Center,1901 Pidco Dr,Plymouth,IN,46563,Pipeline,www.marshall-starke.org,0
9455006296,Bi-County Services,425 E Harrison Rd,Bluffton,IN,46714,Pipeline,www.bi-countyservices.com,3
9418687325,AccessAbilities,8398 Mississippi St,Merrillville,IN,46410,Prospect,www.accessabilitiesinc.com,0
9418326656,Fresh New Start,1625 Morningstar Blvd,Decatur,IN,46733,Prospect,www.freshnewstart.net,2
9408567132,Meaningful Day Services,225 S School St,Brownsburg,IN,46112,Prospect,www.meaningfuldays.com,2
9107130641,Opportunities for Positive Growth,"10080 E 121st St, Ste 112",Fishers,IN,46037,Prospect,www.opgrowth.com,4
8311674691,Bethesda Northeast Region,1538 North State Street,Greenfield,IN,46140,Prospect,mailblc.org,0
8310891653,"Dungarvin Indiana, LLC (South)",8604 Allisonville Road,Indianapolis,IN,46250,Pipeline,,0
8304638846,"Dungarvin Indiana, LLC (North)",3570 Blackthorn Ct.,South Bend,IN,46628,Pipeline,,1
7999768673,Arrow Consultation,981 Keystone Way,Carmel,IN,46032,Prospect,www.arrowconsultation.com,3
7999834963,Gray Residential Services,"9660 Commerce Dr, Ste 200",Carmel,IN,46032,Prospect,www.gowithgray.com,1
7997839500,Individual Support Home Health Agency &,1006 W Mill St,Middletown,IN,47356,Prospect,isshha.com,1
7658118280,Endless Abilities,6501 Constitution Drive,Fort Wayne,IN,46804,Prospect,endlessabilities.net,1
7657937179,"In-Pact,",12300 Marshall Street,Crown Point,IN,46307,Prospect,in-pact.org,4
7657973077,Four Rivers Resource Services,554 Indiana 59,Linton,IN,47441,Prospect,frrs.org,1
7657384003,"Abilities Services, Inc",1237 N Concord Rd,Crawfordsville,IN,47933,Prospect,asipages.com,5
7657973075,Bonavista,1220 East Laguna Street,Kokomo,IN,46902,Prospect,bonavista.org,2
7658048127,tradewindservices.org,3198 E 83rd Pl.,Merrillville,IN,46410,Prospect,tradewindservices.org,1
7658032417,houstoncompanies.com,1481 S Grant Ave,Crawfordsville,IN,47933,Prospect,houstoncompanies.com,1
7657507595,"Blue River Services,",405 North Capitol Avenue,Corydon,IN,47112,Prospect,brsinc.org,4
8311630179,Indiana MENTOR,9000 Keystone Crossing,Indianapolis,IN,46240,Prospect,thementornetwork.com,1
7657928608,DSA - Caregiver-IN,225 Gaslite Lane,Greenfield,IN,46140,Prospect,https://cg-idd.com/indiana/,1
7657367613,In-Pact Inc,"4808, 12300 Marshall St",Crown Point,IN,46307,Prospect,www.inpact.com,0
7996881060,PUTNAM COUNTY COMPREHENSIVE SERVICE,630 Tennessee Street,Greencastle,IN,46135,Prospect,pccsinc.org,4
7658014087,Bona Vista Programs Inc,1220 E. Laguna  PO Box 2496,KOKOMO,IN,46904-2496,Prospect,bvdevelopment@bonavista.org,0
7657918638,Four Rivers Resource Services,P.O. Box 249Hwy. 59 South,Linton,IN,47441,Prospect,,0
7658048134,Corvilla,3620 Deahl Court,South Bend,IN,46628,Client,corvilla.org,13
7657952434,life designs,200 East Winslow Road,Bloomington,IN,47401,Prospect,lifedesignsinc.org,1
7657972224,"Southern IN Resource Solutions, Inc.",1579 S. Folsomville Rd.,Boonville,IN,47601,Prospect,sirs.org,1
7657383262,Houston Group Homes Inc,714 PENN DR,CRAWFORDSVILLE,IN,47933,Prospect,,0
7657367575,Respite Care Services,9000 Indianapolis Blvd. ,Highland,IN,46322,Prospect,www.respitecareservices.org,2
7658051707,TANGRAM INC,5155 Pennwood Drive,Indianapolis,IN,46205,Prospect,thetangramway.org,3
7658051704,"Developmental Services, Inc.",2920 10th Street,Columbus,IN,47201,Prospect,dsiservices.org,16
7658051692,Arc Of Gibson County,421 South Main Street,Princeton,IN,47670,Prospect,arcofgibsoncounty.org,4
7657546071,McSherr,5112 U.S. Hwy 40,Centerville,IN,47330,Prospect,mcsherr.com,1
33649375397,Tradewinds Services Inc,3198 East 83rd Place,Merrillville,IN,46410,Prospect,www.tradewindsnwi.org,
7657375139,Carey Services Inc,2724 S Carey St,Marion ,IN,46953,Prospect,careyservices.org,7
7657929530,ADEC Inc,19670 Indiana 120,Bristol,IN,46507,Prospect,adecinc.com,11
7657936007,Easter Seals Arc of Northeast Indiana,4919 Coldwater Road,Fort Wayne,IN,46825,Prospect,eastersealsnei.org,7
7657928578,Jay-Randolph Developmental Services,901 E. Water St.,PORTLAND,IN,47371,Prospect,jrds.org,3
7657441026,"Pathfinder Services, Inc.",2824 Theater Ave.,Huntington,IN,46750,Prospect,pathfinderservices.org,12
7657929529,Rauch Inc,845 Park Place,New Albany,IN,47150,Prospect,rauchinc.org,2
7657375140,Mosaic - Indiana,"1415 Lincolnway W, Ste D",Osceola,IN,46561,Prospect,mosiacinfo.org,0
7657985843,The Mentor Network IN,313 Congress Street,Boston,IN,02210,Prospect,https://www.in-mentor.com/locations,4
7657440934,A.W. Holdings (Benchmark HS) - IN,8515 Bluffton Road,Fort Wayne,IN,46809,Pipeline,hwisolutions.com,102
7609492999,thetwcservices.com,1305 W 86TH ST.,Indianapolis,IN,46260,Prospect,thetwcservices.com,1
7613281684,Legacy Homecare,,East Central Region (no address given),IN,,Prospect,legacyhomecare.com,3
7657383243,Logan Community Resources Inc,2505 E. Jefferson Boulevard,South Bend,IN,46615,Prospect,www.logancenter.org,11
7657943453,Cardinal Services Inc of Indiana,504 North Bay Drive,Warsaw,IN,46580,Prospect,cardinalservices.org,11
7613483039,Cornerstone Associates,6967 Hillsdale Court,Indianapolis,IN,46250,Prospect,cornersassoc.com,1
7611957621,"Stone Belt Arc, Inc.",2815 East Tenth Street,Bloomington,IN,47408,Prospect,www.stonebelt.org,6
7657952421,Opportunity Enterprises,2801 Evans Avenue,Valparaiso,IN,46383,Prospect,oppent.org,20
7613552293,"Residential CRF, Inc.",1126 N Central Ave.  ,Connersville,IN,47331,Prospect,rescrf.com,4
7613482918,"Transitional Services, Inc.",5401 Vogel Road,Evansville,IN,47715,Client,,146
7613434640,Vibrant Supported Community Living (SCL),1776 22nd St,West Des Moines,IA,50266,Prospect,vibrant-llc.com,6
7613325646,"Exceptional Opportunities, Inc.",119 S Jones St,Algona,IA,50511,Prospect,exopinc.org,12
25034728267,"Faith Services, LLC",1419 E 14th St.,Pittsburg,KS,66762,Pipeline,,1
30313014357,ResCare Kansas Inc. (ResCare Kansas Central),5112 E 36th Street N,Wichita,KS,67037,Prospect,https://rescarecommunityliving.com/location/rescare-community-living-wichita-kansas/,3
25474257185,AbilityPoint,2919 West 2nd Street North,Wichita,KS,67203,Prospect,abilitypoint.org,1
25514704776,Sunflower Diversified Services,8823 4th Street,Great Bend,KS,67530,Prospect,sunflowerdiv.com,1
21944404566,Successful Dreams,1906 Main Street,Parsons,KS,67357,Prospect,successfuldreams.org,1
19614515258,Gracefull Health Care,409 North Crestline Drive,Lawrence,KS,66049,Prospect,gracefulhealthcare.com,1
19595426435,L'Arche Heartland,8137 Santa Fe Drive,Overland Park,KS,66204,Prospect,larcheks.org,9
19595408930,Compassionate Care Community Services,3311 Southwest 47th Court,Topeka,KS,66610,Prospect,compassionatecarecs.com,4
19595199922,ResSol,12684 Shawnee Mission Parkway,Shawnee,KS,66216,Client,residentialsolutionsllc.org,8
19433237773,Crossroads Restoration,2010 NW Logan St.,Topeka,KS,66608,Client,crossroadsrestoration.org,1
