HS Number,Name,Address,City,State,Zip,Primary Identifier,Website
10409339005,Arc Community League,1 South St,Beacon,NY,12508,Prospect,communityleagueny.org
10409310592,Ontario ARC,3071 County Complex Dr,Canandaigua,NY,14424,Prospect,ontarioarcevents.org
10409310578,Arc of Oswego County,7 Morrill Pl,Fulton,NY,13069,Prospect,arcofoswegocounty.org
10249560619,TARRYTOWN EXPOCARE NJ,281 HWY 46,ELMWOOD PARK,NJ,07407,Client,
10249554086,DUNGARVIN SOUTH (NJ-S),1543 NJ-27,SOMERSET,NJ,08873,Client,
10250224171,DUNGARVIN NORTH (NJ-N),1543 NJ-27,SOMERSET,NJ,08873,Client,
10250267938,TENDER CARE - NO DH (NJ-N),934 STUYVESANT AVE,UNION,NJ,07083,Client,
10201147449,High Focus Centers,47 Maple St,Summit,NJ,07901,Non-Prospect,highfocuscenters.com
10200859773,Epstein Becker Green,250 Park Ave,New York,NY,10022,Prospect,ebglaw.com
10201200789,Clickxio,347 5th Avenue,New York,NY,10016,Vendor,clickxio.com
33650870362,Johnson & Johnson,4031 Elyt Dr,New Brunswick,NJ,08933,Prospect,jnj.com
10201121092,Cityblock Health,55 Washington Street,BROOKLYN,NY,11201,Non-Prospect,cityblock.com
10201207891,Centene Corporation,3773 Cherry Creek Drive North,Denver,CO,80209,Non-Prospect,centene.com
10200773661,Training for HHA Certification,400 West 57th Street,New York,NY,10019,Non-Prospect,nevvon.com
10144411944,Pueblo Diversified Industries,2828 Granada Boulevard,Pueblo,CO,81005,Prospect,pdipueblo.org
10144363701,SANYS,500 Balltown Road,Schenectady,NY,12304,Prospect,sanys.org
10143479059,Care Design NY,8 Southwoods Boulevard,Albany,NY,12211,Prospect,caredesignny.org
9956075961,Madagoni-devices,247 East Front Street,Trenton,NJ,08611,Non-Prospect,madagoni-devices.com
9948226860,Woodstock Chimes,167 Dubois Rd,Shokan,NY,12481,Non-Prospect,chimes.com
9909638741,Their Place,415 RT 18 S,East Brunswick,NJ,08816,Non-Prospect,www.theirplace.org
9811800588,Willowglen Academy,8 Wilson Dr,Sparta,NJ,07871,Prospect,www.broadstep.com
9753188610,Advanced Recovery Services Inc,5434 KING AVE ROUTE 38 E,Pennsauken,NJ,08109,Non-Prospect,advancedrecoveryservice.com
9753113704,eVero Corporation,48 South Service Road,Melville,NY,11747,Non-Prospect,evero.com
9753384883,Shatterproof,950 6th Avenue,New York,NY,10001,Non-Prospect,shatterproof.org
9741793568,Unistel Industries,650 Blossom Road,Rochester,NY,14610,Non-Prospect,unistelindustries.com
9703457630,EDGEMONT AT TARRYTOWN CONDOMIN,301 Martling Avenue,Tarrytown,NY,10591,Prospect,edgemontcondo.com
9591810951,acenterforautism.org,4885 ROUTE 9,STAATSBURG,NY,,Prospect,acenterforautism.org
9590720595,Access One ATM,280 85th Street,BROOKLYN,NY,11209,Non-Prospect,accessoneusa.com
9584586354,Trailhead Community,11757 W Ken Caryl Ave f 426,Littleton,CO,80127,Non-Prospect,trailheadcommunity.org
9585047726,Tall Tales Ranch,6311 S Grant Dr,Centennial,CO,80121,Non-Prospect,talltalesranch.org
9583740801,Hilltop Ranch,3472 Research Pkwy Ste 104 611,Colorado Springs,CO,80920,Non-Prospect,hilltopranch.org
9560023584,"Cornerstone Services,",31 South Ohioville Road,New Paltz,NY,12561,Non-Prospect,crst.net
9462509137,CATHOLIC CHARITIES OF COLUMBIA AND GREENE COUNTIES,431 East Allen Street,Hudson,NY,12534,Prospect,catholiccharitiescg.org
9455419246,"Phil Church, Oswego County Adm.",10 Am To 4 Pm You May Be Required To Wait A Short Period Depending On The Availability Of Staff We Are Located At The Public Safety Center 39 Churchill Rd,New York,NY,13126,Non-Prospect,oswegocounty.com
9445182872,The Arc Arapahoe & Douglas Counties,6538 South Racine Circle,Centennial,CO,80111,Prospect,arc-ad.org
9628329073,Innovative Services of Colorado,14107 East Exposition Avenue,Aurora,CO,80012,Prospect,innovativeservicesco.com
9445133085,New World Child Placement Agency,15200 E Girard Ave Ste 3450,Aurora,CO,80014,Non-Prospect,anewworldcpa.org
9445133084,Kari Randall,1355 S Colorado Blvd Ste C810,Denver,CO,80222,Non-Prospect,randalllpc.com
9445133083,Foothills Service League,PO Box 734,Loveland,CO,80539,Influencer,foothillsserviceleague.org
9445133082,The Arc of the Central Mountains,817 Colorado Ave Ste 304,Glenwood Springs,CO,81601,Prospect,arccentralmountains.org
9445133080,CommonWorks,4575 Galley Rd Ste 100D,Colorado Springs,CO,80915,Non-Prospect,commonworks.org
9445133079,Absolute,12500 W 58th Ave Ste 103,Arvada,CO,80002,Non-Prospect,absoluteadultdayprogram.com
9445133078,Legacy Comprehensive Counseling & Consulting,19751 E Mainstreet Ste 218,Parker,CO,80138,Influencer,legacyparker.com
9445133077,Care and Community,18757 E Hampden Ave Ste 162,Aurora,CO,80013,Non-Prospect,careandcommunity.org
9445133076,The Arc Mesa County,845 Grand Ave,Grand Junction,CO,81501,Prospect,thearcmesa.org
9445133075,A Brighter Community,9701 W 50th Ave,Wheat Ridge,CO,80033,Prospect,abrightercommunity.com
9445133074,THINK+change,1342 S Chambers Rd,Aurora,CO,80017,Non-Prospect,thinkchange.training
9445133073,Positive Behavioral Services of the Four Corners,31 Ash St,Cortez,CO,81321,Non-Prospect,positivebehavioralservices.com
9445133072,Hope Services Center,2323 S Troy St Ste 1-311,Aurora,CO,80014,Non-Prospect,hopeservicescenter.com
9445133071,Jenny's Helping Hands,2690 S Columbine St,Denver,CO,80210,Non-Prospect,jennyshelpinghands.info
9445133069,Blue Spruce Community,1001 Lincoln Ave,Louisville,CO,80027,Prospect,bluesprucecommunity.org
9445133068,Aaron's Fund,1123 Spruce St,Boulder,CO,80302,Non-Prospect,aaronsfund.com
9445133067,Association For Community,624 Coffman St,Longmont,CO,80501,Associaton,aclboulder.org
9445133066,The Arc of Southwest Colorado,1199 Main Ave Ste 216,Durango,CO,81301,Prospect,thearcofswco.org
9445133065,Mile High Leaps & Bounds,6415 Estes St,Arvada,CO,80004,Non-Prospect,milehighleapsandbounds.org
19304021126,Developmental Pathways,325 Inverness Dr S,Englewood,CO,80112,Non-Prospect,dpcolo.org
9445104294,The Arc of Larimer County,1721 W Harmony Rd Unit 101,Fort Collins,CO,80526,Prospect,thearcoflarimercounty.org
9445104293,Complete Care Counseling Agency,21699 Quincy Ave Unit F344,Aurora,CO,80015,Non-Prospect,completecarecolorado.org
9445104291,The Arc Of Pueblo,2705 Vinewood Ln Unit 1,Pueblo,CO,81005,Prospect,arcofpueblo.org
9445104290,Tender Hearts Adult Day Care,10190 Montview Blvd,Aurora,CO,80010,Prospect,tenderheartsadc.com
9445104289,Stellar Care and Services,1150 Elkton Dr Ste 125,Colorado Springs,CO,80907,Pipeline,stellarcare.org
9445104288,Elderhaus,6813 S College Ave,Fort Collins,CO,80525,Influencer,elderhaus.org
9445104287,The Arc of Weld County,5312 W 9th Street Dr Ste 150,Greeley,CO,80634,Prospect,arcweldcounty.org
9445104286,Community Options,336 S 10th St,Montrose,CO,81402,Prospect,communityoptionsinc.org
9445104285,Comprehensive Community Based Services,8668 E Doane Pl,Denver,CO,80231,Prospect,ccbs.biz
9445104284,The Arc of Colorado,1580 Logan St Ste 730,Denver,CO,80203,Prospect,thearcofco.org
9445104283,The Arc of West Central Colorado,PO Box 586,Delta,CO,81416,Prospect,arcwcco.org
9445104281,Mountain Valley Developmental Services,700 Mount Sopris Dr,Glenwood Springs,CO,81601,Prospect,mtnvalley.org
9445104280,The Friends,11851 Saulsbury St,Broomfield,CO,80020,Prospect,friendsofbroomfield.org
9445104279,Southern Colorado Develpmental Disbilities Services,1205 Congress Drive,Trinidad,CO,81082,Prospect,scdds.com
9445104278,The Otero,1204 W Ash St Unit D,Windsor,CO,80550,Prospect,theoterocorp.com
9445104276,Interaction Resources DDD,3636 S Independence St,Lakewood,CO,80235,Non-Prospect,interactionresources.com
9445104275,Developmental Disability.org,13837 Lexington Pl,Westminster,CO,80023,Non-Prospect,developmentaldisability.org
9445104274,The Arc Pikes Peak Region,12 N Meade Ave,Colorado Springs,CO,80909,Prospect,thearcppr.org
9418453340,Peace Aging Care Experts,PO Box 495,Flanders,NJ,07836,Non-Prospect,peaceagingcare.com
9418453339,southeast foundation,1219 N Forest Rd,Williamsville,NY,14231,Non-Prospect,southeastfoundationwny.org
9418326648,Gateway Counseling Center,175-41 Liberty Ave,Jamaica,NY,11433,Prospect,gccnyc.org
9408458888,Nysarc,29 British American Blvd Fl 2,Latham,NY,12110,Prospect,thearcny.org
9394059317,DELTA SOUTH (NJ-N),,,NJ,,Prospect - Former Client,
9393984125,BANCROFT - NEUROREHAB (NJ-N),,,NJ,,Client,
9364815390,VICTORIA MANOR (NJ-S),,,NJ,,Client,
9364862296,AVE TO INDPNDT. LIVING (NJ-S),,,NJ,,Client,
9253785640,"Clayton, Dubilier & Rice, LLC",375 Park Avenue,New York,NY,10022,Non-Prospect,cdr-inc.com
9253770926,So. Jersey Radiology,901 New Jersey 168,Washington Township,NJ,08012,Non-Prospect,sjra.com
9160312582,Advancing Opportunities,"1005 Whitehead Road Extension, Ste 1",Ewing,NJ,08638,Prospect,advopps.org
9128238257,SCARC GUARDIANSHIP SERVICES,11 U.S. 206,Frankford,NJ,07822,Non-Prospect,scarcguardianship.org
9107360373,Catholic Health Initiatives,198 Inverness Dr W,Englewood,CO,80112,Non-Prospect,catholichealthinitiatives.org
9069363104,HELP USA,115 East 13th Street,New York,NY,10003,Non-Prospect,helpusa.org
8950204567,Support Inc,15591 East Centretech Parkway,Aurora,CO,80011,Client,supportinc.com
8784688655,Supply Inc,1340 Spofford Ave,Bronx,NY,10474,Non-Prospect,ffsupply.com
8757597045,sklsi.com,461 From Road,Paramus,NJ,07652,Non-Prospect,sklsi.com
8551582548,International Business Machines Corporation,1 Orchard Road,Armonk,NY,10504,Non-Prospect,ibm.com
8537454459,PostNet,1819 Wazee St,Denver,CO,80228,Non-Prospect,postnet.com
8371473156,Gregory Press,7 Mark Road,Kenilworth,NJ,07033,Non-Prospect,gregorypress.com
8364382271,C & K Solutions,13918 East Mississippi Avenue,Aurora,CO,80012,Non-Prospect,candksolutions.com
8364850946,Tastings NYC,251 East 110th Street,New York,NY,10029,Non-Prospect,tastingsnyc.com
9253698118,RESILIENT CARE PHYSICAL THERAPY,5718 Woodside Avenue,Woodside,NY,11377,Non-Prospect,resilientcarept.com
8363114326,SOUTH JERSEY COUNSELING ASSOCIATES,1307 White Horse Rd Ste A102,Voorhees Township,NJ,08043,Non-Prospect,www.sjra.com
8362958369,BAYADA HOME HEALTH CARE INC,290 Chester Ave,Pennsauken,NJ,08057,Prospect,bayada.com
8359554721,Preferred Behavioral Health Group,1500 New Jersey 88,Brick,NJ,08701,Non-Prospect,preferredbehavioral.org
8344858999,PAFACOM Inc,1301 West Forest Grove Road,Vineland,NJ,08360,Prospect,pafacom.org
8311594528,"Skills Unlimited, Inc.",405 Locust Avenue,Oakdale,NY,11769,Prospect,skillsunlimited.org
8310877569,Green Chimneys Children's Services,Putman Lake Road Box 719,Brewster,NY,10509,Non-Prospect,greenchimneys.org
8311659602,Cerebral Palsy of Orange County,2 Fletcher Street,Goshen,NY,10924,Prospect,
8311594516,Cerebral Palsy of New York State Affiliate Services Office,90 State Street,Albany,NY,12207,Influencer,
8311594538,Mosaic Northern Colorado,6833 North Franklin Avenue,Loveland,CO,80538-1180,Prospect,www.mosaicinfo.org
8311563693,Mosaic Grand Junction,2456 Industrial Boulevard,Grand Junction,CO,81506,Prospect,
8310877570,Premier Health Care,460 West 34th Street,New York,NY,10001,Non-Prospect,
8311588698,New Jersey MENTOR,80 Cottontail Lane,Somerset,NJ,08873,Non-Prospect,thementornetwork.com
8311609003,Mosaic Denver,3443 S Galena St,Denver,CO,80231,Prospect,mosaicinfo.org
8310891660,Mosaic Colorado Springs,4775 Centennial Blvd,Colorado Springs,CO,80919,Prospect,mosaicinfo.org
8119570039,Community Access,2 Washington Street,New York,NY,10004,Client,communityaccess.org
8119570038,Down the Shore Services,1707 New Jersey Avenue,North Wildwood,NJ,08260,Client,downtheshoreservices.com
8120083384,Avenues to Independent Living,304 South Broad Street,Woodbury,NJ,08096,Client,avenuestoindependentliving.com
8119474341,H&R Healthcare,1750 Oak Street,Lakewood,NJ,08701,Non-Prospect,handrhealthcare.com
8118731779,Vantage Health System,2 Park Avenue,Dumont,NJ,07628,Prospect,vantagenj.org
8118672233,The Rose House,51 Gibraltar Drive,Morris Plains,NJ,07950,Non-Prospect,therosehouse.org
8118664727,"Volunteers of America Greater New York, Inc",340 West 85th Street,New York,NY,10024,Prospect,voa-gny.org
8118652797,The Arc of Monmouth,1158 Wayside Road,Tinton Falls,NJ,07712,Client,arcofmonmouth.org
8118652796,"The Open Door, LLC",2152 New Jersey 70,Manchester Township,NJ,08759,Non-Prospect,theopendoornj.om
8118173767,St. John of God Community Services,1145 Delsea Drive,Westville,NJ,08093,Non-Prospect,sjogcs.org
8118126914,SSNY Cares,420 New Jersey 34,COLTS NECK,NJ,07722,Prospect,ssny.org
8118727076,"Precious Sapphires Healthcare, Inc",875 New Jersey 73,Evesham,NJ,08053,Non-Prospect,precioussapphires.com
8118700217,Person Centered Care,311 South New York Road,Galloway,NJ,08205,Non-Prospect,ourpcc.com
8118112410,REM-NJ Inc.,313 Congress St,Boston,NJ,02210,Prospect,
8118652793,Midland Adult Services,94 Readington Road,Branchburg,NJ,08876,Client,midlandschool.org
8118672231,Kasefa Care LLC,5 FRANKLIN AVE,Newark,NJ,07109,Non-Prospect,kasefacarellc.com
8118664718,Ladacin Network,1100 Airport Road,Wanamassa,NJ,07712,Prospect,ladacin.org
8118152248,Jonathan's Haven,42 Eagle Rock Avenue,Roseland,NJ,07068,Non-Prospect,jonathanshaven.com
8118112413,Keystone Community Living Inc.,154 Front Street,South Plainfield,NJ,07080,Non-Prospect,keystonecomliving.com
8118713673,First Cerebral Palsy of NJ,7 Sanford Avenue,Belleville,NJ,07109,Prospect,cerebralpalsycenter.org
8118664726,Gracious Services Inc.,25 South Avenue,Fanwood,NJ,07023,Non-Prospect,graciousservicesinc.com
8118731781,Elwyn NJ,228w West Landis Ave,Vineland,NJ,08360,Non-Prospect,elwyn.org
8118659224,Catholic Charities-Diocese of Newark,37 Evergreen Pl,Newark,NJ,07107,Client,ccannj.org
8118138657,Cerebral Palsy League,75 Rod Smith Place,Cranford,NJ,07016,Non-Prospect,thecplinc.org
8118120228,Cerebral Palsy of North Jersey,220 South Orange Avenue,Livingston,NJ,07039,Pipeline,cpnj.org
8118746676,"Broadway Respite and Homecare, Inc.",717 Broadway,Newark,NJ,07104,Non-Prospect,jhcare.com
8118738098,Brain Injury Alliance of NJ Inc.,825 Georges Road,North Brunswick Township,NJ,08902,Influencer,bianj.org
8118692952,"Attain and Gain Counseling, LLC",263 Hillside Avenue,Nutley,NJ,07110,Prospect,attainandgain.com
8118664720,"Attentive Care Partners, LLC",103 Carnegie Center,Princeton,NJ,08540,Prospect,abri.care
8118738101,Arc of Hudson,409 36th Street,Union City,NJ,07087,Prospect,archudson.org
8118632257,"Allegro School, Inc.",125 Ridgedale Avenue,Hanover,NJ,07927,Non-Prospect,allegroschool.org
8118173765,Abilities Unlimited New Jersey,104 Roslyn Drive,Tinton Falls,NJ,07753,Non-Prospect,abilitiesunlimitednj.org
8012213909,St. Mary's Center For Rehabilitation & Healthcare,210 Saint Marys Drive,Cherry Hill,NJ,08003,Non-Prospect,stmc.org
8002332280,FIRST FLIGHT USA,42 West 38th Street,New York,NY,10018,Non-Prospect,firstflightusa.com
7997758531,residentialalternatives.com,1183 Monroe Avenue,Rochester,NY,14620,,residentialalternatives.com
7996917910,Inter-Care,51 East 25th Street,New York,NY,10010,Prospect,inter-care.com
7973893780,"Unity House of Troy,",2431 6th Avenue,Troy,NY,12180,Prospect,unityhouseny.org
7955145850,IRI,112-40 Francis Lewis Boulevard,,NY,11429,Prospect,iriny.org
7952548220,Cardinal McCloskey Community Charter School,685 East 182nd Street,Bronx,NY,10458,Non-Prospect,cmccs.org
7934020723,Roman Catholic Diocese of Rochester,1150 Buffalo Road,Rochester,NY,14624,Non-Prospect,dor.org
7925954686,Parental Loving Care Inc. ,32 Steers St,Staten Island,NY,10314,Prospect,
7925944705,COMMUNITY ACTION F/HUMAN SERVICES  INC,2225 Lodovick Avenue,Bronx,NY,10469,Non-Prospect,
7925918215,WRAPAROUND SERVICES HUDSON VALLEY  INC.,250 Tuytenbridge Road,Lake Katrine,NY,12449,Non-Prospect,
7925844762,CATHOLIC CHARITIES OF CHENANGO COUNTY,3 O'hara Drive,Norwich,NY,13815,Non-Prospect,chenango.org
9341127462,Makor,1556 38th St,Brooklyn,NY,11218,Prospect,makornetwork.org
7925836651,THE ARC GREATER HUDSON VALLEY,162 EAST BROADWAY,MONTICELLO,NY,12701,Prospect,sullivanarc.org
7925826953,CENTER FOR RAPID RECOVERY,312 Greenwich Street,Hempstead,NY,11550,Non-Prospect,rapidrecovery.org
7925899382,Hamaspik of Orange County,1 Hamaspik Way,Monroe,NY,10950,Prospect,hamaspikorange.org
7925936646,Hamaspik of Kings County,4102 14th Avenue,Brooklyn,NY,11219,Prospect,hamaspikkings.org
7925862278,Advocacy and Resource Center - The Arc NY,231 New York Road,Plattsburgh,NY,12903,Prospect,cviarc.org
7926025884,CAMPHILL HUDSON INC,360 Warren Street,Hudson,NY,12534,Prospect,camphillhudson.org
7925818924,AHRC Suffolk - The Arc NY,2900 Veterans Memorial Highway,Bohemia,NY,11716,Client,ahrcsuffolk.org
7925836646,ABILITY BEYOND DISABILITY (Corporate Office),480 Bedford Road,Chappaqua,NY,10514,Prospect - Former Client,abilitybeyonddisability.org
7926017809,"Maryhaven Center of Hope, Inc. ",51 Terryville Road,Pt Jefferson Station,NY,11776,Prospect,maryhaven.org
7926025881,Catholic Charities of Broome County,232 Main Street,Binghamton,NY,13905,Prospect,catholiccharitiesbc.org
7792480607,HEARTSHARE HUMAN SERVICES OF NEW YORK,12 Metro Tech Center,Brooklyn,NY,11201,Pipeline,heartshare.org
7792516214,KELBERMAN CENTER  INC.,2608 Genesee Street,Utica,NY,13502,Prospect,kelbermancenter.org
7792516213,iKan,62 N MAIN ST,Florida,NY,10921,Influencer,ikanny.org
7925872404,ANGELS UNAWARE  INC.,1375 Nelson Avenue,Bronx,NY,10452,Prospect,angelsunaware.com
7791774292,NYSARC - WARREN  WASHINGTON & ALBANY CTY,436 Quaker Road,Queensbury,NY,12804,Prospect,wwaarc.org
7792499794,GUILD FOR THE EXCEPTIONAL CHILDREN  INC.,260 68th Street,Brooklyn,NY,11220,Prospect,gecbklyn.org
7792553730,ST REGIS MOHAWK TRIBE,71 Margaret Terrance Mmrl Way,Akwesasne,NY,13655,Prospect,srmt-nsn.gov
7792506642,THE ADIRONDACK ARC,12 MOHAWK STREET,TUPPER LAKE,NY,12986,Prospect,adirondackarc.org
7792536651,Community Resources,3450 Victory Boulevard,Staten Island,NY,10314,Influencer,cr-si.org
7792462155,LEARNING DIS. ASSN OF WNY,2555 Elmwood Avenue,Kenmore,NY,14217,Non-Prospect,ldaofwny.org
7792622445,Rising Treetops,111 Monmouth Rd,Oakhurst,NJ,07755,Non-Prospect,risingtreetops.org
7792480602,IRI: INNOVATIVE RES FOR INDEPEND  INC.,112 40 Francis Lewis Blvd,Queens Village,NY,11429,Prospect,in-res.org
7792480601,"Southeast Bronx Neighborhood Center, Inc",955 Tinton Avenue,Bronx,NY,10456,Prospect,sebnc.org
7791703118,Unity House,217 Genesee Street,Auburn,NY,13021,Prospect,unityhouse.com
7925810776,CATHOLIC CHARITIES OF STATEN ISLAND  INC,6581 Hylan Boulevard,Staten Island,NY,10309,Prospect,cc-si.org
7792516206,Services for the Developmentally Challenged,5475 Fieldston Road,Bronx,NY,10471,Prospect,sdcnyc.org
7791798431,PLUS GROUP HOMES,1228 Wantagh Avenue,Wantagh,NY,11590,Prospect,plusgrouphomes.org
7791703116,MODEST COMMUNITY SERVICES ASSOCIATION,4308 Richmond Avenue,Staten Island,NY,10312,Prospect,modestservices.org
7792499789,PERSON CENTERED CARE SERVICES  INC.,150 Granite Avenue,Staten Island,NY,10303,Prospect,pccsny.org
7792597651,ANOTHER STEP  INC.,706 Executive Boulevard,Valley Cottage,NY,10989,Prospect,anotherstep.org
7792580488,"Life Adjustment Center, Inc.",1430 Broadway,New York,NY,10018,Prospect,lifeadjustmentcenter.com
7792614753,Clear View School,480 Albany Post Road,Briarcliff Manor,NY,10510,Non-Prospect,clearviewschool.org
7792545614,"Crossroads Unlimited, Inc. ",131 Forest Avenue,Staten Island,NY,10301,Prospect,crossroadsunlimitedinc.org
7925403672,GROTON COMMUNITY HEALTH CARE CENTER,120 Sykes Street,Groton,NY,13073,Non-Prospect,grotonhealth.org
7926025883,Hawthorne Foundation,5 Bradhurst Avenue,Hawthorne,NY,10532,Prospect,hawthornecountryday.org
7925836650,GENERAL HUMAN OUTREACH IN THE COMMUNITY,125 10 Queens Boulevard,Kew Gardens,NY,11415,Prospect,ghoinc.org
7792590678,PROGRAM DEVELOPMENT SERVICES,6916 New Utrecht Avenue,Brooklyn,NY,11228,Prospect,4pds.org
7792525072,Esperanza Center,516 West 181st Street,New York,NY,10033,Prospect,esperanzacenter.com
7792573751,ELMY'S SPECIAL SERVICES  INC.,163 Vanburen Street,Brooklyn,NY,11221,Prospect,elmysspecialservices.org
7792525068,Prospect Center An affiliate of CDS,Prospect Child & Family Center,Queensbury,NY,12804,Prospect,prospectcenter.com
7792622435,NEW HORIZONS RESOURCES  INC.,123 West Road,Pleasant Valley,NY,12569,Prospect,nhrny.org
7792573749,ANIBIC  INC.,61 35 220th Street,Bayside,NY,11364,Prospect,anibic.org
7792443688,PAUL J. COOPER CTR FOR HUMAN SVCS,630 Flushing Avenue,Brooklyn,NY,11206,Prospect,pauljcooper.org
7945208693,Creative LifeStyles,67 Bruckner Blvd,Bronx,NY,10454,Prospect,creativelifestyles.org
7792573744,Maranatha Human Services,108 23 Jamaica Avenue,Richmond Hill,NY,11418,Prospect,maranathahs.org
7792516192,Community Resource Center for the Developmentally Disabled,Hutchinson Metro Center Atrium,Bronx,NY,10461,Influencer,crcdd.org
7792443684,Empower,9812 Lockport Road,Niagara Falls,NY,14304,Prospect,empower-wny.org
7791703101,MENORAH PARK GROUP RESIDENCES  INC,4101 East Genesee Street,Syracuse,NY,13214,Prospect,menorahparkofcny.com
7792631422,"Daybreak Independent Services, Inc. ",511 E 233rd Street,Bronx,NY,10470,Prospect,daybreakis.org
7792545596,OPENGATE  INC.,357 Main Street,Armonk,NY,10504,Prospect,opengateinc.org
7925844759,RISE LIFE SERVICES,901 E Main Street,Riverhead,NY,11901,Prospect,riselifeservices.org
17665746499,Helping Celebrate Abilities,18 Broad Street,Johnson City,NY,13790,Prospect,hcaserves.org
7792573741,The Center for Developmental Disabilities,72 South Woods Road,Woodbury,NY,11797,Influencer,centerfordd.org
7792462144,ABLE2 ENHANCING POTENTIAL  INC,1118 Charles Street,Elmira,NY,14904,Pipeline,able-2.org
7951963532,Catholic Charities of Onondaga County,1654 West Onondaga Street,Syracuse,NY,13204,Prospect,ccoc.us
7792553644,LIFESPIRE  INC.,1 Whitehall Street,New York,NY,10004,Pipeline,lifespire.org
7792506546,MERCY HOME FOR CHILDREN,273 Willoughby Avenue,Brooklyn,NY,11205,Prospect,mercyhomeny.org
7925853812,SHELTERING ARMS CHILDREN AND FAMILY SERV,25 Broadway,New York,NY,10004,Prospect,shelteringarmsny.org
7792614738,UCPA OF THE NORTH COUNTRY,4 Commerce Lane,Canton,NY,13617,Prospect,cpnorthcountry.org
7792553638,SPECIAL CITIZENS FUTURES UNLIMITED  INC.,1775 Grand Concourse,Bronx,NY,10453,Prospect,specialcitizens.org
33099433332,The Arc of Wayne,150 Van Buren Street,Newark,NY,14513,Prospect,arcwayne.org
7792597631,JOB PATH  INC.,256 W 38th Street,New York,NY,10018,Prospect,jobpathnyc.org
7792631409,FERNCLIFF MANOR  INC.,1154 Saw Mill River Road,Yonkers,NY,10710,Prospect,ferncliffmanor.org
7791798406,INDEPENDENT GROUP HOME LIVING PRGRM  INC,221 North Sunrise Service Road,Manorville,NY,11949,Prospect,ighl.org
7791703092,UNIQUE PEOPLE SERVICES  INC.,4234 Vireo Avenue,Bronx,NY,10470,Prospect,uniquepeopleservices.org
7925944702,Hamaspik of Rockland County,58 Route 59,Monsey,NY,10952,Prospect,hamaspikrockland.org
7792631407,ON YOUR MARK  INC.,645 Forest Avenue,Staten Island,NY,10310,Prospect,onyourmark.org
7792631406,MOUNTAIN LAKE SERVICES,10 St. Patrick's Place,Port Henry,NY,12974,Prospect,mountainlakeservices.org
7792614735,Rayim,2 Vanburen Drive,Monroe,NY,10950,Prospect,rayim.org
7792443672,Community Mainstreaming Association,1025 Old Country Road,Westbury,NY,11590,Influencer,communitymainstreaming.org
9144796459,Catholic Charities Family and Community Services,1099 Jay Street,Rochester,NY,14611,Prospect,fcscharities.org
7925412109,OLV HUMAN SERVICES (DBA),790 Ridge Road,Lackawanna,NY,14218,Prospect,olvhs.org
7925954692,Tiegerman ,100 Glen Cove Avenue,Glen Cove,NY,11542,Non-Prospect,tiegerman.org
7791798372,Institute of Applied Human Dynamics,32 Warren Ave,Tarrytown,NY,10591,Influencer,iahdny.org
7792471114,HEAD INJURY ASSOCIATION  INC.,300 Kennedy Drive,Hauppauge,NY,11788,Associaton,headinjuryassoc.org
7792606904,ALTERNATIVE LIVING GROUP,500 New Karner Road,Albany,NY,12205,Prospect,alginc.org
7792545460,Vanderheyden,614 Cooper Hill Road,Wynantskill,NY,12198,Prospect,vanderheyden.org
7792561945,SASI,960 West Maple Court,Elma,NY,14059,Prospect,sasinc.org
7792536492,YEDEI CHESED  INC.,48 Scotland Hill Road,Chestnut Ridge,NY,10977,Prospect,yedeichesed.org
7792622351,ABILITIES FIRST  INC,167 Myers Corners Road,Wappingers Falls,NY,12590,Prospect,abilitiesfirstny.org
7792499628,MONROE CO. NYSARC  INC.,2060 BRIGHTON HENRIETTA,ROCHESTER,NY,14623,Prospect,arcmonroe.org
7792553582,UNITED HLPRS BEHVRL HEALTH & LIFE SKILLS,732 Ford Street,Ogdensburg,NY,13669,Prospect,unitedhelpers.org
7925826951,CAMP VENTURE  INC.,25 Smith Street,Nanuet,NY,10954,Prospect,campventure.org
7792573612,Community Services FOR EVERY1 ,180 Oak Street,Buffalo,NY,14203,Influencer,csevery1.com
7925899381,CARDINAL MCCLOSKEY SERVICES,115 East Stevens Ave,Valhalla,NY,10595,Prospect,cmcs.org
7791774133,HASC CENTER  INC.,5601 First Avenue,Brooklyn,NY,11220,Prospect,hasc.net
7925422499,IBERO - AMERICAN ACTION LEAGUE,817 East Main Street,Rochester,NY,14605,Prospect,iaal.org
7792462001,COMMUNITY WORK AND INDEPENDENCE INC,37 Everts Avenue,Glens Falls,NY,12801,Prospect,cwinc.org
7792480515,CATHOLIC CHARITIES OF THE DIOCESE OF ALB,1 Park Place,Albany,NY,12205,Prospect,ccdservices.org
7925403674,PUERTO RICAN FAMILY INSTITUTE  INC.,145 West 15th Street,New York,NY,10011,Prospect,prfi.org
7792499621,HAPPINESS HOUSE,731 Pre Emption Road,Geneva,NY,14456,Prospect,happinesshouse.org
7792580395,CATHOLIC CHARITIES - ROCKVILLE CENTER,90 Cherry Lane,Hicksville,NY,11801,Prospect,catholiccharities.cc
7792622343,Aspire of Western New York,2356 North Forest Road,Getzville,NY,14068,Prospect,aspirewny.org
7792524912,THE ARC (ONEIDA-LEWIS NYSARC CHAPTERS),245 GENESEE STREET,UTICA,NY,13501,Prospect,thearcolc.org
