83 Dyer Avenue (OAK HILL)     ,North,83 Dyer Avenue ,OAK HILL)     
"83 Old Farms Place (CCARC, Inc.)",North,83 Old Farms Place ,"CCARC, Inc.)"
854 Mott Hill Road (OAK HILL) ,North,854 Mott Hill Road ,OAK HILL) 
857 Bloomfield Avenue (VINFEN Connecticut),North,857 Bloomfield Avenue ,VINFEN Connecticut)
"857 East Middle Tpke (MARC, Inc. of Manchester)  ",North,857 East Middle Tpke ,"MARC, Inc. of Manchester)  "
88 Burnham Drive (OAK Hill)  ,North,88 Burnham Drive ,OAK Hill)  
"89 Bailey Hill Road (Sunrise Northeast, Inc.) ",North,89 Bailey Hill Road ,"Sunrise Northeast, Inc.) "
"89 Birchwood Drive (CCARC, Inc.) ",North,89 Birchwood Drive ,"CCARC, Inc.) "
"89 Nutmeg Drive (Community Residences, Inc.)",North,89 Nutmeg Drive ,"Community Residences, Inc.)"
"894 South Grand Street (Options Unlimited, Inc.) ",North,894 South Grand Street ,"Options Unlimited, Inc.) "
9 Barrett Hill Road (Community Residences Inc.)  ,North,9 Barrett Hill Road ,Community Residences Inc.)  
"9 Cliffwood Drive (Community Residences, Inc.)  ",North,9 Cliffwood Drive ,"Community Residences, Inc.)  "
"9 Debbie Lane (Allied Rehabilitation Centers, Inc.)  ",North,9 Debbie Lane ,"Allied Rehabilitation Centers, Inc.)  "
"9 Route 87 (Whole Life, Inc.) ",North,9 Route 87 ,"Whole Life, Inc.) "
"90 Brookmoor Road (Jewish Association for Community Living, Inc.)",North,90 Brookmoor Road ,"Jewish Association for Community Living, Inc.)"
90 Brookside Lane (OAK HILL),North,90 Brookside Lane ,OAK HILL)
"90 Farmington Avenue (Community Residences, Inc.) ",North,90 Farmington Avenue ,"Community Residences, Inc.) "
"90 Marjorie Circle (Whole Life, Inc.) ",North,90 Marjorie Circle ,"Whole Life, Inc.) "
90 Saddlebrook Path (OAK Hill),North,90 Saddlebrook Path ,OAK Hill)
"92 Royal Oak Road (Community Residences, Inc.)",North,92 Royal Oak Road ,"Community Residences, Inc.)"
"93 Winkler Road (Options Unlimited, Inc.) ",North,93 Winkler Road ,"Options Unlimited, Inc.) "
"94 Boy Street (BARC, Inc.)",North,94 Boy Street ,"BARC, Inc.)"
"94 Wickham Drive (Sunrise Northeast, Inc.) ",North,94 Wickham Drive ,"Sunrise Northeast, Inc.) "
945 Poquonock Avenue (Catholic Charities) ,North,945 Poquonock Avenue ,Catholic Charities) 
"95 Southworth Drive (Network, Inc.)",North,95 Southworth Drive ,"Network, Inc.)"
"96 Clarke Street (Prime Care, Inc.)",North,96 Clarke Street ,"Prime Care, Inc.)"
968 Enfield Street (VINFEN Connecticut) ,North,968 Enfield Street ,VINFEN Connecticut) 
"97 Beech Mountain Road (Sunrise Northeast, Inc.) ",North,97 Beech Mountain Road ,"Sunrise Northeast, Inc.) "
"97 Peck Lane (BARC, Inc.)",North,97 Peck Lane ,"BARC, Inc.)"
970 Enfield Street (VINFEN Connecticut) ,North,970 Enfield Street ,VINFEN Connecticut) 
"975 Marion Avenue (Continuum of Care, Inc.) ",North,975 Marion Avenue ,"Continuum of Care, Inc.) "
98 Cedar Street (OAK HILL) ,North,98 Cedar Street ,OAK HILL) 
"Route #200 (Thornfield Hall, Inc.) ",North,Route #200 ,"Thornfield Hall, Inc.) "
" 92 Hurd Road (Marrakech, Inc.) ",West, 92 Hurd Road ,"Marrakech, Inc.) "
"1 Davis Road (Resources for Human Development, Inc.) ",West,1 Davis Road ,"Resources for Human Development, Inc.) "
"1 Horizon Street Apt. 23 (Star, Inc.)  ",West,1 Horizon Street Apt. 23 ,"Star, Inc.)  "
"1 Horizon Street Apt. 24 (Star, Inc.) ",West,1 Horizon Street Apt. 24 ,"Star, Inc.) "
"1 Horizon Street Apt. 25 (Star, Inc.) ",West,1 Horizon Street Apt. 25 ,"Star, Inc.) "
"1 Victoria Street (CSI, Inc.)  ",West,1 Victoria Street ,"CSI, Inc.)  "
"1 Weston Road (Clasp Homes, Inc.) ",West,1 Weston Road ,"Clasp Homes, Inc.) "
"10 Old Lantern Road (Star, Inc.) ",West,10 Old Lantern Road ,"Star, Inc.) "
"10 Steck Drive (Key Human Services, Inc.) ",West,10 Steck Drive ,"Key Human Services, Inc.) "
100 Stoneridge Road (OAK HILL) ,West,100 Stoneridge Road ,OAK HILL) 
"100 Wilton Crest (Star, Inc.)   ",West,100 Wilton Crest ,"Star, Inc.)   "
"101 Old Field Road (Clasp Homes, Inc.) ",West,101 Old Field Road ,"Clasp Homes, Inc.) "
101 Orchard Street (Abilis),West,101 Orchard Street ,Abilis)
"1015 Warner Hill (Community Residences, Inc.)  ",West,1015 Warner Hill ,"Community Residences, Inc.)  "
103 Highland Avenue (Oak Hill)   ,West,103 Highland Avenue ,Oak Hill)   
103 Prospect Street (OAK HILL)  ,West,103 Prospect Street ,OAK HILL)  
"1038 Old Post Road (Kennedy Center, Inc.) ",West,1038 Old Post Road ,"Kennedy Center, Inc.) "
"1040 Notch Road (RMS Development, Inc.) ",West,1040 Notch Road ,"RMS Development, Inc.) "
107 Gail Drive (OAK HILL) ,West,107 Gail Drive ,OAK HILL) 
109 Cook Road Grace (GIL Foundation)  ,West,109 Cook Road Grace ,GIL Foundation)  
"1095 Middlebury Road (Aspire Living and Learning, Inc.)",West,1095 Middlebury Road ,"Aspire Living and Learning, Inc.)"
"11 Algin Drive (Key Human services, Inc.) ",West,11 Algin Drive ,"Key Human services, Inc.) "
"11 Armand Drive (RMS Development, Inc.) ",West,11 Armand Drive ,"RMS Development, Inc.) "
"11 Old Good Hill Road (Kennedy Center, Inc.) ",West,11 Old Good Hill Road ,"Kennedy Center, Inc.) "
11 Silver Fox Lane,West
"111 Great Plain Road (Green Chimneys School & Services, Inc.) ",West,111 Great Plain Road ,"Green Chimneys School & Services, Inc.) "
"111 Rowley Road (Aspire Living and Learning, Inc.) ",West,111 Rowley Road ,"Aspire Living and Learning, Inc.) "
"113 Charles Street (Family Options, Inc.) ",West,113 Charles Street ,"Family Options, Inc.) "
"113 Curve Hill Road (The Arc of Southington, Inc.) ",West,113 Curve Hill Road ,"The Arc of Southington, Inc.) "
"1131 Newfield Avenue (ARI, Inc.) ",West,1131 Newfield Avenue ,"ARI, Inc.) "
"115 South Street (CSI, Inc.)  ",West,115 South Street ,"CSI, Inc.)  "
"116 Edward Avenue (Community Residences, Inc.) ",West,116 Edward Avenue ,"Community Residences, Inc.) "
"116 Old Brookfield Road, #25-6 (Ability Beyond Disability)   ",West,"116 Old Brookfield Road, #25-6 ",Ability Beyond Disability)   
117 Wyoming Avenue (OAK HILL) ,West,117 Wyoming Avenue ,OAK HILL) 
"12 Buckwheat Hill Road (Key Human Services, Inc.) ",West,12 Buckwheat Hill Road ,"Key Human Services, Inc.) "
12 Orchard Street (Abilis) ,West,12 Orchard Street ,Abilis) 
12 Saw Mill Road (Ability Beyond Disability) ,West,12 Saw Mill Road ,Ability Beyond Disability) 
12 Tamanny Trail (Ability Beyond Disability) ,West,12 Tamanny Trail ,Ability Beyond Disability) 
"122 Candee Hill Road (RMS Development, Inc.) ",West,122 Candee Hill Road ,"RMS Development, Inc.) "
123 Mountain Road (OAK HILL)  ,West,123 Mountain Road ,OAK HILL)  
"124 South Coleman Road (Key Service Systems, Inc.)",West,124 South Coleman Road ,"Key Service Systems, Inc.)"
126 Southwest Road (OAK HILL)   ,West,126 Southwest Road ,OAK HILL)   
1304 New Haven Road (ICES) ,West,1304 New Haven Road ,ICES) 
"133 Belmont Avenue (CSI, Inc.) ",West,133 Belmont Avenue ,"CSI, Inc.) "
"133 Marshall Street (CSI, Inc.) ",West,133 Marshall Street ,"CSI, Inc.) "
"134 Talmadge Road (Prime Care, Inc.) ",West,134 Talmadge Road ,"Prime Care, Inc.) "
135 Birchfield Drive (OAK HILL) ,West,135 Birchfield Drive ,OAK HILL) 
138 Bart Road (St. Vincent's Special Needs Center) ,West,138 Bart Road ,St. Vincent's Special Needs Center) 
14 Greenview Road (Ability Beyond Disability)  ,West,14 Greenview Road ,Ability Beyond Disability)  
"1411 Hope Street (Abilis, Inc)  ",West,1411 Hope Street ,"Abilis, Inc)  "
"143 Hoyt Street, Apt. 1B (Abilis) ",West,"143 Hoyt Street, Apt. 1B ",Abilis) 
"143 Hoyt Street, Apt. 1C (Abilis) ",West,"143 Hoyt Street, Apt. 1C ",Abilis) 
"145 Webb Road (Clasp Homes, Inc.) ",West,145 Webb Road ,"Clasp Homes, Inc.) "
"148 Highview Street (Alternatives, Inc.) ",West,148 Highview Street ,"Alternatives, Inc.) "
"149 Roosevelt Drive (Prime Care, Inc.) ",West,149 Roosevelt Drive ,"Prime Care, Inc.) "
"15 Brook Lane (Key Human Services, Inc.) ",West,15 Brook Lane ,"Key Human Services, Inc.) "
15 Cross Ridge Drive (Abilis),West,15 Cross Ridge Drive ,Abilis)
"15 Woodland Road (Prime Care, Inc.)",West,15 Woodland Road ,"Prime Care, Inc.)"
"150 Maple Road (Clasp Homes, Inc.) ",West,150 Maple Road ,"Clasp Homes, Inc.) "
"156 Crest Terrace (Clasp Homes, Inc.)  ",West,156 Crest Terrace ,"Clasp Homes, Inc.)  "
156 Long Meadow Hill (Ability Beyond Disability) ,West,156 Long Meadow Hill ,Ability Beyond Disability) 
"162 South Avenue (New Canaan Group Home, Inc.) ",West,162 South Avenue ,"New Canaan Group Home, Inc.) "
"166 Old Brookfield Road, #25-3 (Ability Beyond Disability) ",West,"166 Old Brookfield Road, #25-3 ",Ability Beyond Disability) 
"166 Old Brookfield Road, #25-5 (Ability Beyond Disability) ",West,"166 Old Brookfield Road, #25-5 ",Ability Beyond Disability) 
"166 Old Brookfield Road, #9-2 (Ability Beyond Disability)",West,"166 Old Brookfield Road, #9-2 ",Ability Beyond Disability)
"166 Spencer Hill (Community Residences, Inc.) ",West,166 Spencer Hill ,"Community Residences, Inc.) "
167 East Elm Street (Abilis) ,West,167 East Elm Street ,Abilis) 
168 Old North Road (Litchfield County ARC) ,West,168 Old North Road ,Litchfield County ARC) 
"17 Timothy Road (CSI, Inc.)  ",West,17 Timothy Road ,"CSI, Inc.)  "
"173 Hogsback Road (Community Residences, Inc.) ",West,173 Hogsback Road ,"Community Residences, Inc.) "
"176 Central Avenue (Prime Care, Inc.) ",West,176 Central Avenue ,"Prime Care, Inc.) "
"178 Infield Street (Whole Life, Inc.) ",West,178 Infield Street ,"Whole Life, Inc.) "
18 Cheryl Lane (Ability Beyond Disability) ,West,18 Cheryl Lane ,Ability Beyond Disability) 
181 Hill Road (Oak Hill) ,West,181 Hill Road ,Oak Hill) 
"181 Porter Street (Key Service Systems, Inc.)  ",West,181 Porter Street ,"Key Service Systems, Inc.)  "
184 North Road (Litchfield County ARC) ,West,184 North Road ,Litchfield County ARC) 
"185 Longview Drive (Alternatives, Inc.) ",West,185 Longview Drive ,"Alternatives, Inc.) "
"186 Wolfpit Avenue (Star, Inc.) ",West,186 Wolfpit Avenue ,"Star, Inc.) "
"188 Wolfpit Avenue (Star, Inc.) ",West,188 Wolfpit Avenue ,"Star, Inc.) "
"189 Deepwood Drive (New Foundations, Inc.) ",West,189 Deepwood Drive ,"New Foundations, Inc.) "
"189 Horse Fence Hill Road (CSI, Inc.) ",West,189 Horse Fence Hill Road ,"CSI, Inc.) "
19 Pleasant Rise Circle (Ability Beyond Disability) ,West,19 Pleasant Rise Circle ,Ability Beyond Disability) 
19 Red Maple Lane (St. Vincent's Special Needs Center) ,West,19 Red Maple Lane ,St. Vincent's Special Needs Center) 
"190 Fox Hill Road ( KenCrest Services, Inc.) ",West,190 Fox Hill Road ," KenCrest Services, Inc.) "
1900 Summers Street (Abilis) ,West,1900 Summers Street ,Abilis) 
"191 Artillery Road (Aspire Living and Learning, Inc.) ",West,191 Artillery Road ,"Aspire Living and Learning, Inc.) "
"193 Second Hill Road (Sunrise Northeast, Inc.) ",West,193 Second Hill Road ,"Sunrise Northeast, Inc.) "
"195 Graham Ridge Road (Family Options, Inc.)  ",West,195 Graham Ridge Road ,"Family Options, Inc.)  "
197 Cook Road (GIL Foundation) ,West,197 Cook Road ,GIL Foundation) 
"2 Anton Circle (Marrakech, Inc.) ",West,2 Anton Circle ,"Marrakech, Inc.) "
"2 Country Ridge Road (RMS Development, Inc.) ",West,2 Country Ridge Road ,"RMS Development, Inc.) "
2 Deer Hill Drive (Ability Beyond Disability),West,2 Deer Hill Drive ,Ability Beyond Disability)
2 Old Hawleyville Road (Ability Beyond Disability) ,West,2 Old Hawleyville Road ,Ability Beyond Disability) 
"20 Mason Hill Road (Prime Care, Inc.) ",West,20 Mason Hill Road ,"Prime Care, Inc.) "
20 Victoria Lane (Abilis),West,20 Victoria Lane ,Abilis)
"208 Middlebrook Road (Alternatives, Inc.)  ",West,208 Middlebrook Road ,"Alternatives, Inc.)  "
210 Georgetown Drive (OAK HILL) ,West,210 Georgetown Drive ,OAK HILL) 
213 Gillette Road (Litchfield County ARC) ,West,213 Gillette Road ,Litchfield County ARC) 
"219 Norfolk Road (CSI, Inc.) ",West,219 Norfolk Road ,"CSI, Inc.) "
219 Todd Road (ICES) ,West,219 Todd Road ,ICES) 
22 Clapboard Ridge (Ability Beyond Disability)  ,West,22 Clapboard Ridge ,Ability Beyond Disability)  
22 North Pleasant Rise (Ability Beyond Disability)  ,West,22 North Pleasant Rise ,Ability Beyond Disability)  
2240 Litchfield Street (OAK HILL) ,West,2240 Litchfield Street ,OAK HILL) 
"225 Berkshire Road (Key Human Services, Inc.)",West,225 Berkshire Road ,"Key Human Services, Inc.)"
"226 Torringford West (CSI, Inc.) ",West,226 Torringford West ,"CSI, Inc.) "
"228 Cutlers Farm Rd (Resources for Human Development, Inc.) ",West,228 Cutlers Farm Rd ,"Resources for Human Development, Inc.) "
"228 Peck Lane ( New Foundations, Inc.) ",West,228 Peck Lane ," New Foundations, Inc.) "
"230 Meadowview Drive (CSI, Inc.)   ",West,230 Meadowview Drive ,"CSI, Inc.)   "
"230 Pastors Walk (Whole Life, Inc.) ",West,230 Pastors Walk ,"Whole Life, Inc.) "
"235 Sturges Highway (Clasp Homes, Inc.) ",West,235 Sturges Highway ,"Clasp Homes, Inc.) "
"238 Chestnutland Road (Friends of New Milford, Inc.)   ",West,238 Chestnutland Road ,"Friends of New Milford, Inc.)   "
"244 Babbitt Road (Community Residences, Inc.) ",West,244 Babbitt Road ,"Community Residences, Inc.) "
"25 Honey Hill Road (Community Residences, Inc.) ",West,25 Honey Hill Road ,"Community Residences, Inc.) "
"25 Jenta Lane (Family Options, Inc.) ",West,25 Jenta Lane ,"Family Options, Inc.) "
"25 Kreger Drive (Marrakech, Inc.) ",West,25 Kreger Drive ,"Marrakech, Inc.) "
"254 Westside Road (CSI, Inc.) ",West,254 Westside Road ,"CSI, Inc.) "
"259 East Cotten Hill Road (CSI, Inc.) ",West,259 East Cotten Hill Road ,"CSI, Inc.) "
25A Grand Street (Ability Beyond Disability),West,25A Grand Street ,Ability Beyond Disability)
25B Grand Street (Ability Beyond Disability) ,West,25B Grand Street ,Ability Beyond Disability) 
26 Dorset Lane (Ability Beyond Disability)  ,West,26 Dorset Lane ,Ability Beyond Disability)  
"26 First Street (ARI, Inc.) ",West,26 First Street ,"ARI, Inc.) "
"26 Pepper Drive (CSI, Inc.)  ",West,26 Pepper Drive ,"CSI, Inc.)  "
263 Valley View Road (OAK Hill)   ,West,263 Valley View Road ,OAK Hill)   
27 Maple Avenue (Ability Beyond Disability) ,West,27 Maple Avenue ,Ability Beyond Disability) 
27 Ridge Road (Ability Beyond Disability) ,West,27 Ridge Road ,Ability Beyond Disability) 
"270 Cherry Avenue (Midstate ARC, Inc.)  ",West,270 Cherry Avenue ,"Midstate ARC, Inc.)  "
"28 Falcon Avenue (New Foundations, Inc.) ",West,28 Falcon Avenue ,"New Foundations, Inc.) "
"28 Toilsome Avenue (Star, Inc.) ",West,28 Toilsome Avenue ,"Star, Inc.) "
"28 Towner Lane (Key Human Services, Inc)  ",West,28 Towner Lane ,"Key Human Services, Inc)  "
"29 Briarwood Terrace (Marrakech, Inc.) ",West,29 Briarwood Terrace ,"Marrakech, Inc.) "
29 Creamery Road (MOSAIC) ,West,29 Creamery Road ,MOSAIC) 
"295 Daniels Farm Road (Kennedy Center, Inc.) ",West,295 Daniels Farm Road ,"Kennedy Center, Inc.) "
"299 Wallens Hill Road (CSI, Inc.) ",West,299 Wallens Hill Road ,"CSI, Inc.) "
"2A Pine Drive (Clasp Homes, Inc.) ",West,2A Pine Drive ,"Clasp Homes, Inc.) "
"2A Red Fox Run (Continuum of Care, Inc.)  ",West,2A Red Fox Run ,"Continuum of Care, Inc.)  "
"3 Bayne Street (Star, Inc.) ",West,3 Bayne Street ,"Star, Inc.) "
3 Beckerle Street (Ability Beyond Disability) ,West,3 Beckerle Street ,Ability Beyond Disability) 
3 Blackman Avenue (Ability Beyond Disability) ,West,3 Blackman Avenue ,Ability Beyond Disability) 
"3 Erica Lane (Community Residences, Inc.) ",West,3 Erica Lane ,"Community Residences, Inc.) "
"3 Hess Drive (Key Human Services, Inc.) ",West,3 Hess Drive ,"Key Human Services, Inc.) "
3 Seminole Drive (Ability Beyond Disability) ,West,3 Seminole Drive ,Ability Beyond Disability) 
"30A Edgerton Street (Star, Inc.) ",West,30A Edgerton Street ,"Star, Inc.) "
31 Creamery Road (MOSAIC) ,West,31 Creamery Road ,MOSAIC) 
313 Newridge Avenue (ICES)  ,West,313 Newridge Avenue ,ICES)  
315 Main Street (Litchfield County ARC) ,West,315 Main Street ,Litchfield County ARC) 
315 Newridge Avenue (ICES) ,West,315 Newridge Avenue ,ICES) 
"316 Brightwood Avenue (CSI, Inc.) ",West,316 Brightwood Avenue ,"CSI, Inc.) "
"318 Brightwood Avenue (CSI, Inc.) ",West,318 Brightwood Avenue ,"CSI, Inc.) "
32 Clark Road (ICES) ,West,32 Clark Road ,ICES) 
"320 Goldbach Drive (Alternatives, Inc.) ",West,320 Goldbach Drive ,"Alternatives, Inc.) "
"320 Reeds Lane (Clasp Homes, Inc.) ",West,320 Reeds Lane ,"Clasp Homes, Inc.) "
321 Glenbrook Road - B (Abilis)  ,West,321 Glenbrook Road - B ,Abilis)  
321 Glenbrook Road - A (Abilis) ,West,321 Glenbrook Road - A ,Abilis) 
321 Newtown Avenue,West
"3275 N. Main Street Apt 205 (Kennedy Center, Inc.) ",West,3275 N. Main Street Apt 205 ,"Kennedy Center, Inc.) "
"33 Ash Lane (CSI, Inc.) ",West,33 Ash Lane ,"CSI, Inc.) "
33 Fieldstone Road (Abilis) ,West,33 Fieldstone Road ,Abilis) 
"33 Leffert Road (Whole Life, Inc.) ",West,33 Leffert Road ,"Whole Life, Inc.) "
"330 Upper Valley Road (CSI, Inc.) ",West,330 Upper Valley Road ,"CSI, Inc.) "
"34 Allerton Road (Family Options, Inc.) ",West,34 Allerton Road ,"Family Options, Inc.) "
344 Gunntown Road (ICES) ,West,344 Gunntown Road ,ICES) 
"35 Fairwood Drive (Prime Care, Inc.)    ",West,35 Fairwood Drive ,"Prime Care, Inc.)    "
"35 Titterton Road (Whole Life, Inc.) ",West,35 Titterton Road ,"Whole Life, Inc.) "
36 Sweetcake Mountain Road (Ability Beyond Disability) ,West,36 Sweetcake Mountain Road ,Ability Beyond Disability) 
"370 Country Club Road (Prime Care, Inc.) ",West,370 Country Club Road ,"Prime Care, Inc.) "
"370 Oak Ridge Road (Prime Care, Inc.) ",West,370 Oak Ridge Road ,"Prime Care, Inc.) "
"378 Artillery Road (Aspire Living and Learning, Inc.) ",West,378 Artillery Road ,"Aspire Living and Learning, Inc.) "
"38 Behrens Road (CSI, Inc.) ",West,38 Behrens Road ,"CSI, Inc.) "
38 Little Hill Road (Abilis) ,West,38 Little Hill Road ,Abilis) 
"39 Russett Road (Community Residences, Inc.) ",West,39 Russett Road ,"Community Residences, Inc.) "
"4 Harbor Ridge Road (Green Chimneys School & Services, Inc.)   ",West,4 Harbor Ridge Road ,"Green Chimneys School & Services, Inc.)   "
"4 Highland Road (Key Human Services, Inc.)  ",West,4 Highland Road ,"Key Human Services, Inc.)  "
4 Shorehaven Road (Star Inc.)   ,West,4 Shorehaven Road ,Star Inc.)   
"40 Connors Lane ( Kennedy Center, Inc.) ",West,40 Connors Lane ," Kennedy Center, Inc.) "
400 James Drive (GIL Foundation) ,West,400 James Drive ,GIL Foundation) 
"409 Juniper Lane (The Arc of Southington, Inc.)",West,409 Juniper Lane ,"The Arc of Southington, Inc.)"
"41 Anawan Avenue (Prime Care, Inc.) ",West,41 Anawan Avenue ,"Prime Care, Inc.) "
41 Lanesville Road (Ability Beyond Disability)   ,West,41 Lanesville Road ,Ability Beyond Disability)   
41 Lindberg Drive (Corporation for Public Management)  ,West,41 Lindberg Drive ,Corporation for Public Management)  
41 West Street (Ability Beyond Disability) ,West,41 West Street ,Ability Beyond Disability) 
"415 Overland Drive (KenCrest Services, Inc.)  ",West,415 Overland Drive ,"KenCrest Services, Inc.)  "
"416 Neill Drive (CSI, Inc.)   ",West,416 Neill Drive ,"CSI, Inc.)   "
42 Maloney Court (OAK HILL) ,West,42 Maloney Court ,OAK HILL) 
"42 Norfield Street (Star, Inc.) ",West,42 Norfield Street ,"Star, Inc.) "
"425 Marina Drive (Kennedy Center, Inc.) ",West,425 Marina Drive ,"Kennedy Center, Inc.) "
"43 Meadow Brook Rd (Resources for Human Development, Inc.)  ",West,43 Meadow Brook Rd ,"Resources for Human Development, Inc.)  "
"434 Todd Road (Prime Care, Inc.)  ",West,434 Todd Road ,"Prime Care, Inc.)  "
"44 Blue Ridge Road (Clasp Homes, Inc.) ",West,44 Blue Ridge Road ,"Clasp Homes, Inc.) "
"44 Kings Highway South (Clasp Homes, Inc.) ",West,44 Kings Highway South ,"Clasp Homes, Inc.) "
44 Turn of River Road (Abilis),West,44 Turn of River Road ,Abilis)
445 New Harwinton Road (OAK Hill) ,West,445 New Harwinton Road ,OAK Hill) 
45 Pemberwick Road B (Abilis) ,West,45 Pemberwick Road B ,Abilis) 
45 Pemberwick Road (Abilis)  ,West,45 Pemberwick Road ,Abilis)  
45 Ritch Drive (Ability Beyond Disability) ,West,45 Ritch Drive ,Ability Beyond Disability) 
47 Old Town Road (OAK HILL)  ,West,47 Old Town Road ,OAK HILL)  
"48 Lakeside Blvd East (Alternatives, Inc.) ",West,48 Lakeside Blvd East ,"Alternatives, Inc.) "
"487 Fan Hill Road (Kennedy Center, Inc.) ",West,487 Fan Hill Road ,"Kennedy Center, Inc.) "
"49 Ascolese Road (Resources for Human Development, Inc.) ",West,49 Ascolese Road ,"Resources for Human Development, Inc.) "
5 Squire Court (Ability Beyond Disability) ,West,5 Squire Court ,Ability Beyond Disability) 
"5 Tally Ho Lane (ARI, Inc.)   ",West,5 Tally Ho Lane ,"ARI, Inc.)   "
503 Bucks Hill Road (OAK HILL) ,West,503 Bucks Hill Road ,OAK HILL) 
"52 Brookshill Road (Family Options, Inc.) ",West,52 Brookshill Road ,"Family Options, Inc.) "
52 Glenville Street (Abilis) ,West,52 Glenville Street ,Abilis) 
520 Radmere Road (GIL Foundation)  ,West,520 Radmere Road ,GIL Foundation)  
"53 Murray Street (Star, Inc.) ",West,53 Murray Street ,"Star, Inc.) "
"54 Leighton Road (Whole Life, Inc.) ",West,54 Leighton Road ,"Whole Life, Inc.) "
"54 Redwood Drive (Alternatives, Inc.) ",West,54 Redwood Drive ,"Alternatives, Inc.) "
544 Moose Hill (OAK HILL) ,West,544 Moose Hill ,OAK HILL) 
"55 Breezy Hill Road (CSI, Inc.)  ",West,55 Breezy Hill Road ,"CSI, Inc.)  "
"55 Hazelwood Lane (ARI, Inc.)",West,55 Hazelwood Lane ,"ARI, Inc.)"
55 Pisgah Road (Oak Hill) ,West,55 Pisgah Road ,Oak Hill) 
"550 Warner Hill Road (Kennedy Center, Inc.) ",West,550 Warner Hill Road ,"Kennedy Center, Inc.) "
"56 Daniels Farm Road (Resources for Human Development, Inc.) ",West,56 Daniels Farm Road ,"Resources for Human Development, Inc.) "
"56 Park Lane (Star, Inc.) ",West,56 Park Lane ,"Star, Inc.) "
"569 Edison Road (Kennedy Center, Inc.) ",West,569 Edison Road ,"Kennedy Center, Inc.) "
"57 Colonial Drive (Key Human Services, Inc.)  ",West,57 Colonial Drive ,"Key Human Services, Inc.)  "
5715 Main Street (St. Vincent's Special Needs Center) ,West,5715 Main Street ,St. Vincent's Special Needs Center) 
"575 North Brooksvale Road (Opportunity House, Inc.)",West,575 North Brooksvale Road ,"Opportunity House, Inc.)"
"6 Indian Trail (RMS Development, Inc.) ",West,6 Indian Trail ,"RMS Development, Inc.) "
6 Sunset Lane (Ability Beyond Disability) ,West,6 Sunset Lane ,Ability Beyond Disability) 
60 Larchmont Circle (St. Vincent's Special Needs Center) ,West,60 Larchmont Circle ,St. Vincent's Special Needs Center) 
"646 Buckingham Street (RMS Development, Inc.)    ",West,646 Buckingham Street ,"RMS Development, Inc.)    "
"65 Laurel Lane (New Foundations, Inc.) ",West,65 Laurel Lane ,"New Foundations, Inc.) "
"65 Meriline Avenue (RMS Development, Inc.) ",West,65 Meriline Avenue ,"RMS Development, Inc.) "
"660 Davis Street Extension (Aspire Living and Learning, Inc.) ",West,660 Davis Street Extension ,"Aspire Living and Learning, Inc.) "
"670 Elm Street (Kennedy Center, Inc.) ",West,670 Elm Street ,"Kennedy Center, Inc.) "
"676 White Plains Road (Kennedy Center, Inc.)   ",West,676 White Plains Road ,"Kennedy Center, Inc.)   "
"68 Genoa Street (Alternatives, Inc.) ",West,68 Genoa Street ,"Alternatives, Inc.) "
7 George Street (OAK HILL) ,West,7 George Street ,OAK HILL) 
7 Knight Hawk Lane (St. Vincent's Special Needs Center)     ,West,7 Knight Hawk Lane ,St. Vincent's Special Needs Center)     
7 Valley View Road (Ability Beyond Disability)  ,West,7 Valley View Road ,Ability Beyond Disability)  
"71 Rowland Street (Resources for Human Development, Inc.) ",West,71 Rowland Street ,"Resources for Human Development, Inc.) "
"720 Hill Road (CSI, Inc.) ",West,720 Hill Road ,"CSI, Inc.) "
"75 North Acre Place (Community Residences, Inc.) ",West,75 North Acre Place ,"Community Residences, Inc.) "
75 Sanford Lane (Abilis) ,West,75 Sanford Lane ,Abilis) 
"755 Palisade Avenue (Kennedy Center, Inc.) ",West,755 Palisade Avenue ,"Kennedy Center, Inc.) "
"76 Pondview Road (Key Service Systems, Inc.) ",West,76 Pondview Road ,"Key Service Systems, Inc.) "
"79 Green Hill Road (Key Human Services, Inc.) ",West,79 Green Hill Road ,"Key Human Services, Inc.) "
8 Pound Sweet (Ability Beyond Disability) ,West,8 Pound Sweet ,Ability Beyond Disability) 
8 Whippoorwill Road (Ability Beyond Disability)    ,West,8 Whippoorwill Road ,Ability Beyond Disability)    
"80 Country Road -A (Star, Inc.) ",West,80 Country Road -A ,"Star, Inc.) "
"80 Country Road -B (Star, Inc.) ",West,80 Country Road -B ,"Star, Inc.) "
"80 Country Road -C (Star, Inc.) ",West,80 Country Road -C ,"Star, Inc.) "
"80 Country Road -D (Star, Inc.) ",West,80 Country Road -D ,"Star, Inc.) "
80 Morning Dew (St. Vincent's Special Needs Center),West,80 Morning Dew ,St. Vincent's Special Needs Center)
"82 Chestnutland Road (Sunrise Northeast, Inc.) ",West,82 Chestnutland Road ,"Sunrise Northeast, Inc.) "
831 Huntington Turnpike (St. Vincent's Special Needs Center) ,West,831 Huntington Turnpike ,St. Vincent's Special Needs Center) 
"85 Talmadge Hill Road (Marrakech, Inc.) ",West,85 Talmadge Hill Road ,"Marrakech, Inc.) "
"86 Beech Street (KenCrest Services, Inc.)  ",West,86 Beech Street ,"KenCrest Services, Inc.)  "
