TTE Fac ID,Record ID,Company name,Parent Company,Company owner,Create Date,Phone Number,Last Activity Date,City,Country/Region,Industry,Visit 1 Date,Visit 2 Date,Visit Number,Total Visits,TTE FacID,Nursing Station Number,Location Type,State/Region,Primary Identifier
172102,9072934812,DUNGARVIN (IN) (T&F SHIP ONLY),8304450607,,2022-07-07 12:53,,,SOUTH BEND,,,,,,,,,,IN,Client
4223,9072922398,LAKES REGIONAL-PARIS (NO DH),,,2022-07-07 12:53,,,PARIS,,,,,,,,,,TX,Client
1219,9072909575,KENMAR - SMILEY,,,2022-07-07 12:53,,,SMILEY,,,,,,,,,,TX,Client
1204,9072909572,KENMAR - DENTON,,,2022-07-07 12:53,,,DENTON,,,,,,,,,,TX,Client
412125,9072903504,HELPING HAND CENTER (IL*STE*),,TJ Drudi,2022-07-07 12:53,,,HODGKINS,,,,,,,,,,IL,Client
392056,9072903503,DELTA CENTRAL (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-08-30 16:07,RARITAN,,,2023-07-12,2023-08-16,,,,,,NJ,Client
1145,9072890668,KENMAR RESIDENTIAL - ICF,,,2022-07-07 12:53,,,ROUND ROCK,,,,,,,,,,TX,Client
1216,9072890667,TX RURAL HEALTH (KENMAR),,,2022-07-07 12:53,,,LA GRANGE,,,,,,,,,,TX,Client
6749,9072890665,LIFE CHOICES - SAN ANTONIO,,,2022-07-07 12:53,,,SAN ANTONIO,,,,,,,,,,TX,Client
1208,9072869025,KENMAR - LA GRANGE,,,2022-07-07 12:53,,,LA GRANGE,,,,,,,,,,TX,Client
392009,9072859980,DPD/CATHOLIC CHARITIES (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,(973) 406-1100,2023-08-25 14:46,OAK RIDGE,United States,,,,,,,,,NJ,Client
392012,9072859978,J-ADD (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,PARAMUS,,,,,,,,,,NJ,Client
4225,9072859977,LAKES REGIONAL - TERRELL,,,2022-07-07 12:53,,,TERRELL,,,,,,,,,,TX,Client
396054,9072859976,DELTA SOUTH (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,MAYS LANDING,,,,,,,,,,NJ,Client
412157,9072847925,DSC (IL),,TJ Drudi,2022-07-07 12:53,,,CHAMPAIGN,,,,,,,,,,IL,Client
2524,9072840046,DOVE'S HAVEN,,,2022-07-07 12:53,,,SAN ANTONIO,,,,,,,,,,TX,Client
4220,9072823206,LAKES REGIONAL - GREENVILLE,,,2022-07-07 12:53,,,GREENVILLE,,,,,,,,,,TX,Client
412118,9072581157,EP!C (IL),,TJ Drudi,2022-07-07 12:53,,,PEORIA,,,,,,,,,,IL,Client
392057,9072581156,DEVEREUX (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,skillman,,,,,,,,,,NJ,Client
396067,9072581154,EQUAL PARTNERS (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,, -,,,,,,,,,,NJ,Client
412177,9072541231,ENVISION SOUTH *NODH* (IL),,TJ Drudi,2022-07-07 12:53,,,PARK FOREST,,,,,,,,,,IL,Client
534513,9072541229,NEWFAC-DDMS WEST SIDE ICF (UT),,,2022-07-07 12:53,,,WEST VALLEY CITY,,,,,,,,,,UT,Client
396057,9072524092,DEVEREUX (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,, -,,,,,,,,,,NJ,Client
6742,9072524090,LIFE CHOICES-BROWNSVILLE EN/SP,,,2022-07-07 12:53,,,EDINBURG,,,,,,,,,,TX,Client
182120,9072494968,DUNGARVIN (OH),8304450607,TJ Drudi,2022-07-07 12:53,,,BROOKLYN HEIGHTS,,,,,,,,,,OH,Client
507304,9072942176,COMMUNITY OPT GREATER PHX (AZ),,,2022-07-07 12:53,,,TEMPE,,,,,,,,,,AZ,Client
5224,9072942172,DAYBREAK - BROWNWOOD,,,2022-07-07 12:53,,,EARLY,,,,,,,,,,TX,Client
5963,9072942169,DAYBREAK - MEXIA/CORSICANA,,,2022-07-07 12:53,,,CORSICANA,,,,,,,,,,TX,Client
534507,9072916061,NEWFAC-DDMS LINDON CARE ICF*UT,,,2022-07-07 12:53,,,LINDON,,,,,,,,,,UT,Client
7327,9072909576,COMMUNITY OPTIONS - EL PASO,,,2022-07-07 12:53,,,EL PASO,,,,,,,,,,TX,Client
377005,9072909574,COMM OPT DRUMS (PA),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-08-20 08:40,DRUMS,,,2023-01-17,2023-05-02,,1,,,,PA,Client
534501,9072909573,NEWFAC-DDMS PROVO CARE ICF(UT),,,2022-07-07 12:53,,,PROVO,,,,,,,,,,UT,Client
5276,9072903502,DAYBREAK - ARLINGTON,,,2022-07-07 12:53,,,ARLINGTON,,,,,,,,,,TX,Client
517301,9072896427,COMM OPT LAS CRUCES (NM)*NODH*,,,2022-07-07 12:53,,,LAS CRUCES,,,,,,,,,,NM,Client
397304,9072869024,COMM OPTIONS -MONTVILLE (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,DEVILLE,,,,,,,,,,NJ,Client
5950,9072853800,DAYBREAK - ABILENE,,,2022-07-07 12:53,,,ABILENE,,,,,,,,,,TX,Client
5988,9072847930,UCG - CENTRAL,,,2022-07-07 12:53,,,NEW BRAUNFELS,,,,,,,,,,TX,Client
182145,9072847928,SAFE HAVEN CICL (OH),,TJ Drudi,2022-07-07 12:53,,,MIDDLETOWN,,,,,,,,,,OH,Client
7331,9072847924,COMMUNITY OPTIONS - AUSTIN,,,2022-07-07 12:53,,,PFLUGERVILLE,,,,,,,,,,TX,Client
396053,9072834608,CROSSROADS (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-09-06 15:42, -,,,2022-10-07,2023-05-17,,1,,,,NJ,Client
7356,9072625282,COMMUNITY OPTIONS - CORPUS,,,2022-07-07 12:53,,,CORPUS CHRISTI,,,,,,,,,,TX,Client
5220,9072604317,DAYBREAK - LUBBOCK,,,2022-07-07 12:53,,,LUBBOCK,,,,,,,,,,TX,Client
534510,9072585280,NEWFAC-DDMS NORTH SIDE ICF(UT),,,2022-07-07 12:53,,,BOUNTIFUL,,,,,,,,,,UT,Client
377001,9072581158,COMM OPT SCHUYLKILL (PA),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-01-30 20:38,ORWIGSBURG,,,2023-01-30,,,1,,,,PA,Client
507302,9072581155,COMM OPT TUCSON (AZ),,,2022-07-07 12:53,,,TUCSON,,,,,,,,,,AZ,Client
397601,9072546999,COMM OPTIONS - SOUTH (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-08-24 06:57, -,,,2022-11-30,2023-06-21,,,,,,NJ,Client
537301,9072541227,COMM OPT - OGDEN (UT),,,2022-07-07 12:53,,,OGDEN,,,,,,,,,,UT,Client
5268,9072934813,DAYBREAK - FTW & JOHNSON,,,2022-07-07 12:53,,,FORT WORTH,,,,,,,,,,TX,Client
5980,9072928799,ST.GILES BEAUMONT - HCS,,,2022-07-07 12:53,,,BEAUMONT,,,,,,,,,,TX,Client
5272,9072903500,DAYBREAK - VICTORIA,,,2022-07-07 12:53,,,VICTORIA,,,,,,,,,,TX,Client
175107,9072896423,DSA - CRAWFORDSVILLE (IN),,,2022-07-07 12:53,,,CRAWFORDSVILLE,,,,,,,,,,IN,Client
5289,9072890670,CAREGIVER - GREENVILLE,,,2022-07-07 12:53,,,GREENVILLE,,,,,,,,,,TX,Client
5965,9072890666,DAYBREAK - SAN MARCOS,,,2022-07-07 12:53,,,SAN MARCOS,,,,,,,,,,TX,Client
5264,9072885597,DAYBREAK - WICHITA FALLS,,,2022-07-07 12:53,,,WICHITA FALLS,,,,,,,,,,TX,Client
5260,9072885596,DAYBREAK - BELTON,,,2022-07-07 12:53,,,BELTON,,,,,,,,,,TX,Client
5954,9072874081,DAYBREAK - DALLAS HCS,,,2022-07-07 12:53,,,DESOTO,,,,,,,,,,TX,Client
5256,9072874077,DAYBREAK - SAN ANTONIO,,,2022-07-07 12:53,,,SAN ANTONIO,,,,,,,,,,TX,Client
5985,9072863794,ST. GILES - LUFKIN,,,2022-07-07 12:53,,,LUFKIN,,,,,,,,,,TX,Client
5994,9072863793,DAYBREAK - HOUSTON,,,2022-07-07 12:53,,,SUGARLAND,,,,,,,,,,TX,Client
182139,9072863791,CHOICES IN COMM LIVING (OH),,TJ Drudi,2022-07-07 12:53,,,DAYTON,,,,,,,,,,OH,Client
5967,9072859981,RIVER GARDENS --NO DAYHAB--,,,2022-07-07 12:53,,,NEW BRAUNFELS,,,,,,,,,,TX,Client
175125,9072847929,DSA - INDIANAPOLIS (IN),,,2022-07-07 12:53,,,INDIANAPOLIS,,,,,,,,,,IN,Client
5970,9072840044,SOUTHERN CONCEPTS - BENBROOK,,,2022-07-07 12:53,,,BENBROOK,,,,,,,,,,TX,Client
5208,9072834604,DAYBREAK - AMARILLO,,,2022-07-07 12:53,,,AMARILLO,,,,,,,,,,TX,Client
175120,9072823211,DSA - ANGOLA (IN),,,2022-07-07 12:53,,,ANGOLA,,,,,,,,,,IN,Client
5232,9072625280,DAYBREAK - BRYAN,,,2022-07-07 12:53,,,BRYAN,,,,,,,,,,TX,Client
5204,9072585281,DAYBREAK - SAN ANGELO,,,2022-07-07 12:53,,,SAN ANGELO,,,,,,,,,,TX,Client
5244,9072581153,DAYBREAK - DALLAS ICF,,,2022-07-07 12:53,,,LANCASTER,,,,,,,,,,TX,Client
185108,9072546997,T/R RESIDENTIAL (OH),,TJ Drudi,2022-07-07 12:53,,,CARDINGTON,,,,,,,,,,OH,Client
175105,9072524091,DSA - GREENFIELD (IN),,,2022-07-07 12:53,,,GREENFIELD,,,,,,,,,,IN,Client
376003,9072942168,BANCROFT - PENNSYLVANIA (PA-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,BROOMALL,,,,,,,,,,PA,Client
396037,9072916063,BANCROFT-PEDS (NJ-S) NO 3P DH,,Adrian Brown (Deactivated User),2022-07-07 12:53,,, -,,,,,,,,,,NJ,Client
396007,9072903501,ARC OF BURLINGTON (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-08-20 09:14,BURLINGTON,,,2023-07-24,,,,,,,NJ,Client
396027,9072890669,BANCROFT - FLICKER (NJ-S),,,2022-07-07 12:53,,,VOORHEES,,,,,,,,,,NJ,Client
502112,9072880701,NEW FAC - AIRES TUCSON (AZ),,,2022-07-07 12:53,,,TUCSON,,,,,,,,,,AZ,Client
396017,9072874082,ARC OF SALEM (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-11-09 11:33,SALEM,,,2023-11-01,,,,,,,NJ,Client
392061,9072874080,ARC OF OCEAN (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,LAKEWOOD,United States,Civic & Social Organization,,,,,,,,NJ,Client
392001,9072869023,ARC OF BERGEN/PASS (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-08-30 07:49,HACKENSACK,,,2023-08-29,,,1,,,,NJ,Client
392002,9072853795,AVIDD (NJ-N),,Adrian Brown (Deactivated User),2022-07-07 12:53,,2023-09-20 10:00,DENVILLE,,,2022-10-06,,,1,,,,NJ,Client
396025,9072847926,BANCROFT-ADULT SERVICES (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,, -,,,,,,,,,,NJ,Client
412121,9072834609,ASPIRE (COOK) *NODH*(IL *STE*),,TJ Drudi,2022-07-07 12:53,,,HILLSIDE,,,,,,,,,,IL,Client
386001,9072604319,BANCROFT - DE (DE-S) (NO DH),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,WILMINGTON,,,,,,,,,,DE,Client
5286,9072585277,CAREGIVER - TYLER (TX),,,2022-07-07 12:53,,,TYLER,,,,,,,,,,TX,Client
182131,9072541224,BUCKEYE WAIV*NO DH*(OH),,TJ Drudi,2022-07-07 12:53,,,JACKSON,,,,,,,,,,OH,Client
412123,9072524093,ASPIRE (LAKE) *NO DH*,,TJ Drudi,2022-07-07 12:53,,,WAUKEGAN,,,,,,,,,,IL,Client
396035,9072494965,BANCROFT - NEUROREHAB (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,BRICK,,,,,,,,,,NJ,Client
502100,9072494964,AIRES SIERRA VISTA(AZ)*NO THUR,,,2022-07-07 12:53,,,SIERRA VISTA,,,,,,,,,,AZ,Client
502109,9072916062,AIRES CG WILDFLOWER (AZ),,,2022-07-07 12:53,,,CASA GRANDE,,,,,,,,,,AZ,Client
396001,9072859975,ADEPT (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,MOUNT HOLLY,,,,,,,,,,NJ,Client
2486,9072834606,ADVANTAGE CARE SAN ANTONIO,,,2022-07-07 12:53,,,SAN ANTONIO,,,,,,,,,,TX,Client
396120,9072823208,21 PLUS INC (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:53,,,MANCHESTER,,,,,,,,,,NJ,Client
502106,9072604320,AIRES CG KRYSTAL (AZ),,,2022-07-07 12:53,,,CASA GRANDE,,,,,,,,,,AZ,Client
412132,9072546998,TIMBER RIDGE *ICF* (IL),,TJ Drudi,2022-07-07 12:53,,,MORTON,,,,,,,,,,IL,Client
252029,9072859262,SOUTHERN BREEZE (GA) (NO DH),,Adam Chittam,2022-07-07 12:47,,,MARTINEZ,,,,,,,,,,GA,Client
252027,9072934293,MT PLEASANT (GA) (NO DH),,Adam Chittam,2022-07-07 12:47,,,THOMSON,,,,,,,,,,GA,Client
412127,9072859263,DCARE (IL*STE*) -NO DH-,,TJ Drudi,2022-07-07 12:47,,,SAUK VILLAGE,,,,,,,,,,IL,Client
112142,9072546459,NEW OPPORTUNITIES & WAYS (KY),,Jess Jacobs,2022-07-07 12:47,,2023-11-15 12:28,BOWLING GREEN,,,,,,,,,,KY,Client
182135,9072915315,HOMESTEAD (OH),,TJ Drudi,2022-07-07 12:47,,,GENEVA,,,,,,,,,,OH,Client
182113,9072909076,LOMEDA SERVICE (OH),,TJ Drudi,2022-07-07 12:47,,2022-08-09 16:19,BOLIVAR,,,,,,,,,,OH,Client
412102,9072839522,PACTT LEARNING (IL*STE*),,TJ Drudi,2022-07-07 12:47,,,OAK PARK,,,,,,,,,,IL,Client
2644,9072523549,LAUREN MCKENNA HCS,,,2022-07-07 12:47,,,SPRING,,,,,,,,,,TX,Client
412106,9072909077,COMM SUPPORT SERV (IL*STE*),,TJ Drudi,2022-07-07 12:47,,,BROOKFIELD,,,,,,,,,,IL,Client
396051,9072880187,HEMLOCK (NJ-S),,Adrian Brown (Deactivated User),2022-07-07 12:47,,, -,,,,,,,,,,NJ,Client
2346,9072863131,A CHAMPION HCS - HOLD WED,,,2022-07-07 12:47,,,DALLAS,,,,,,,,,,TX,Client
2665,9072852898,DOUBLETREE RES SERV (TX),,,2022-07-07 12:47,,,AUSTIN,,,,,,,,,,TX,Client
2660,9072839523,CHI CHI LIVING CENTER,,,2022-07-07 12:47,,,HOUSTON,,,,,,,,,,TX,Client
292228,9072529079,CHS GROUP - 01,,Casey Cushman,2022-07-07 12:47,,,GREER,,,,,,,,,Agency,SC,Client
2511,9072523550,A TREASURE OF DREAMS,,,2022-07-07 12:47,,,FRIENDSWOOD,,,,,,,,,,TX,Client
259999,9072518188,GEORGIA FOSTER/HH (GA) (NO DH),,Adam Chittam,2022-07-07 12:47,,, -,,,,,,,,,,GA,Client
534504,9072909078,Provo Care Center,,,2022-07-07 12:47,801-373-8771,2023-04-14 12:00,Provo,,,,,,,,,,UT,Client
2427,9072934292,NEW FAC - BELL TECH,,,2022-07-07 12:47,2816790541,2023-04-27 11:30,VICTORIA,United States,Hospital & Health Care,,,,,,,,TX,Client
252025,9072873372,MORE CARE (GA) (NO DH),,Adam Chittam,2022-07-07 12:47,,,HEPHZIBAH,,,,,,,,,,GA,Client
1276,8690200326,SPECTRUM OF SOLUTIONS (SOS),,Kristi Torres,2022-05-13 11:43,,2023-04-10 14:50,MIDLAND,,,,,,,,,,TX,Client
2462,8690518023,INNOVATIVE OUTCOMES  *NO DH*,,,2022-05-13 11:43, +1 940-387-1508,,DENTON,United States,,,,,,,,,TX,Client
182141,8690518017,LIMITLESS (OH) (NO DAYHAB),,TJ Drudi,2022-05-13 11:43,,,CLEVELAND,,,,,,,,,,OH,Client
2503,8690536322,A PLACE LIKE HOME,,,2022-05-13 11:43,,,GLENN HEIGHTS,,,,,,,,,,TX,Client
182134,8690496777,VINTON INDUSTRIES (OH),,TJ Drudi,2022-05-13 11:43,,,MCARTHUR,United States,,,,,,,,,OH,Client
2677,8620113717,NEW FAC - HOPE HORIZON LLC,,,2022-05-06 13:43, +1 972-234-9001,2022-05-10 10:59,GARLAND,United States,,,,,,,,,TX,Client
292219,8311568765,MENTOR - 05,,Casey Cushman,2022-03-24 11:31,9529253292,,COLUMBIA,United States,HR & Staffing,,,,,,,Agency,SC,Client
396009,8118686799,ARC OF CAMDEN COUNTY (NJ-S),,Adrian Brown (Deactivated User),2022-03-07 13:56, +1 856-768-0570,2022-10-09 10:35,Berlin,United States,,2022-09-26,2022-10-07,,1; 2,,,,NJ,Client
392006,7792580472,CFS (NJ-N),,Adrian Brown (Deactivated User),2022-01-31 21:51,(718) 518-1500,2023-09-04 06:49,HACKENSACK,United States,Non-Profit & Charitable Organizations,2023-06-28,2023-08-31,,,,,,NJ,Client
392003,7686868567,BETHESDA HOMES (NJ-N),9391925311,Adrian Brown (Deactivated User),2022-01-17 14:52,(920) 261-3050,2024-01-04 16:04,POMPTON LAKES,United States,Non-Profit & Charitable Organizations,2023-10-26,,,,,,,NJ,Client
112137,9072869021,DAY SPRING MAIN (KY),7657951329,Jose Polanco,2022-01-12 10:43,5026365990,2023-08-29 09:10,LOUISVILLE,United States,Civic & Social Organization,,,,,,,,KY,Client
7362,7657993338,Community Options - Lubbock,,,2022-01-12 10:32,806-792-0573,,LUBBOCK,,,,,,,,,,TX,Client
2527,7658020705,BURKE CENTER - LUFKIN,,,2022-01-12 10:32,,,LUFKIN,,,,,,,,,,TX,Client
362002,9392441994,NIPD  (NJ-N),,Adrian Brown (Deactivated User),2022-01-12 10:32,201-750-0509 X 1122,,NEW CITY,,,,,,,,,,NY,Client
2517,7657918600,Mark1 Residential Services,,,2022-01-12 10:32,409-782-0394,,AUSTIN,,,,,,,,,,TX,Client
2668,7657383267,Hill Resources,,Kristi Torres,2022-01-12 10:32,325-280-0780,2023-04-10 14:18,Abilene,United States,Hospitals & Physicians Clinics,,,,,,,,Texas,Client
7345,7658002009,Community Options - San Antonio,,,2022-01-12 10:32,210-212-4969,,SAN ANTONIO,,,,,,,,,,TX,Client
7707,10250314503,ANGEL'S SERVICES,,,2022-01-12 10:32,,,MESQUITE,,,,,,,,,,TX,Client
2451,7657393830,Spindletop Center,,,2022-01-12 10:32,409-839-2239,,BEAUMONT,,,,,,,,,,TX,Client
362105,7657972132,PATHFINDER VILLAGE (NY),,Adrian Brown (Deactivated User),2022-01-12 10:32,607-965-8377,2024-01-12 10:30,EDMESTON,United States,Hospital & Health Care,,,,,,,,NY,Client
292208,7613436697,ANDERSON - 09,,Casey Cushman,2022-01-06 09:40,8642604515,2023-08-17 18:00,Anderson,United States,Organizations,2023-05-19,2023-08-17,,3,,,Agency,SC,Client
414503,7611983142,LEBANON *ICF* (DDMS) (IL),,TJ Drudi,2022-01-06 09:40,,2024-01-04 13:30,LEBANON,,,,,,,,,,IL,Client
292209,9811905308,ALLENDALE/BARNWELL - 27,,Casey Cushman,2022-01-06 09:40,8032597472,2023-08-17 13:28,Barnwell,United States,,2023-09-26,,,1,,,Agency,SC,Client
292217,7613309302,JASPER (FEDEX/M-W) - 01,,Casey Cushman,2022-01-06 09:40,,2023-08-17 14:08,RIDGELAND,United States,Government,,,,,,,Agency,SC,Client
292221,8311630188,UCP - 20,,Casey Cushman,2022-01-06 09:40,(803) 926-8878,2024-01-26 09:00,WEST COLUMBIA,United States,Elderly Care Services,,,,,,,Agency,SC,Client
292211,7611865989,DILLON - 21,,Casey Cushman,2022-01-06 09:40, +1 843-464-2565,2023-08-17 14:30,DILLION,United States,Non-Profit & Charitable Organizations,2023-08-18,,,1,,,Agency,SC,Client
2483,7609209864,MILLS COMMUNITY SERVICES,,,2022-01-06 09:40,6822383326,,DALWORTHINGTON GARDE,United States,Healthcare Services,,,,,,,,TX,Client
2423,7610773319,CHAMPION SERVICES,,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40,7153442887,2023-12-12 11:00,SOUTHLAKE,United States,Healthcare Services,,,,,,,,TX,Client
182105,7613504047,TRUSTBRIDGE OHIO (NO DH),,TJ Drudi,2022-01-06 09:40,,2022-09-13 10:52,CINCINNATI,,,,,,,,,,OH,Client
290401,7611239025,DORCHESTER - 01,,Casey Cushman,2022-01-06 09:40,8438711285,2023-12-18 10:45,SUMMERVILLE,United States,Insurance,2023-07-14,,,1,,,Agency,SC,Client
252039,7613382777,WAVERLY GARDENS (GA) (NO DH),,Adam Chittam,2022-01-06 09:40,8004043191,2023-08-01 13:54,EVANS,United States,Hospital & Health Care,,,,,,,,GA,Client
292220,7609353394,WILLIAMSBURG - 21,,Casey Cushman,2022-01-06 09:40,8433555481,2023-08-17 14:29,KINGSTREE,United States,Government Administration,,,,,,,Agency,SC,Client
412138,7613436686,ST MARY OP*ICF*NO DH*(IL*STE*),,TJ Drudi,2022-01-06 09:40,7735458300,,CHICAGO,United States,Religious Organizations,,,,,,,,IL,Client
1103,7611996340,ABEL KARE,,,2022-01-06 09:40,,,AUSTIN,,,,,,,,,,TX,Client
6249,7611914109,JADE - GARLAND,,,2022-01-06 09:40,9728409000,,GARLAND,United States,Healthcare Services,,,,,,,,TX,Client
6410,7613326750,R&K SPEC. HOMES,,Kristi Torres,2022-01-06 09:40,2108050802,2023-04-10 14:23,SAN ANTONIO,United States,Hospital & Health Care,,,,,,,,TX,Client
112104,7657943458,NEWFAC-EVERGREEN COMM SUPP(KY),,Deb Maloy,2022-01-06 09:40,8597455808,2023-11-15 12:27,WINCHESTER,United States,Organizations,,,,,,,,KY,Client
291507,7613484860,ORANGEBURG - CTH2s E & W - 07,,Casey Cushman,2022-01-06 09:40,8035361170,2023-10-25 19:08,Orangeburg,United States,Local,,,,,,,Agency,SC,Client
102001,7613436684,MADISON HAY-BOLIVAR*NODH* (TN),,Adam Chittam,2022-01-06 09:40,7316640855,2023-03-01 10:09,BOLIVAR,United States,Healthcare Services,,,,,,,,TN,Client
392062,7609492993,CAPITOL CARE (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,8444373482,2022-04-29 14:57, -,United States,Hospital & Health Care,,,,,,,,NJ,Client
396095,7608717830,OTCBC (NJ-S),,Adrian Brown (Deactivated User),2022-01-06 09:40,6092676677,2024-01-17 10:00, -,United States,Education,,2023-07-24,,,,,,NJ,Client
392053,7613326748,CROSSROADS (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,6098800210,2023-11-09 11:55, -,United States,Non-Profit & Charitable Organizations,2022-11-07,2023-05-17,,,,,,NJ,Client
112133,7609209784,PILLAR (KY),,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40,5026570103,2023-11-15 12:35,CRESTWOOD,United States,Healthcare Services,,,,,,,,KY,Client
396011,7611996336,ARC OF CAPE MAY (NJ-S),,Adrian Brown (Deactivated User),2022-01-06 09:40,6098617100,2022-10-28 10:00,SOUTH DENNIS,United States,Individual & Family Services,,,,,,,,NJ,Client
119930,7613354780,OPEN DOORS HOST HOMES (KY),,Kristi Torres,2022-01-06 09:40,,2023-11-17 11:31, -,United States,Retail,,,,,,,,KY,Client
3270,7609353390,D&S - CONROE,,,2022-01-06 09:40,,,SPRING,,,,,,,,,,TX,Client
2456,7612081208,HARMONY LIVING CENTERS,,,2022-01-06 09:40,9032957391,,LONGVIEW,United States,Hospital & Health Care,,,,,,,,TX,Client
412119,7609492921,LITTLE FRIENDS (IL*STE*),,TJ Drudi,2022-01-06 09:40,3035505728,2022-10-27 13:05,WARRENVILLE,United States,Non-Profit & Charitable Organizations,,,,,,,,IL,Client
392027,7609744739,FORDHAM LEWIS (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40, +1 848-456-4842,2023-10-23 10:00,EATONTOWN,United States,,2023-06-12,2023-07-20,,,,,,NJ,Client
292203,7613326747,LAURENS COUNTY - 01,,Casey Cushman,2022-01-06 09:40,8646822314,2023-04-27 07:47,LAURENS,United States,Government Administration,2023-04-28,2023-05-26,,2,,,Agency,SC,Client
2378,7609492920,AVID QUALITY CARE - LITTLE ELM,,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40,9403659600,2023-03-01 10:05,Aubrey,United States,Hospitals & Physicians Clinics,,,,,,,,TX,Client
412145,7609353388,ANIXTER *NO DH* (IL*STE*),,TJ Drudi,2022-01-06 09:40,7739737900,2024-01-30 13:59,CHICAGO,United States,Civic & Social Organization,,,,,,,,IL,Client
2528,7613281688,BURKE CENTER - JASPER,,Nanette Wrobel,2022-01-06 09:40, +1 800-392-8343,2023-03-30 16:22,JASPER,United States,Non-Profit & Charitable Organizations,,,,,,,,TX,Client
2475,7609353387,"MEMEEHA,LLC - NO DAYHAB SPLITS",,,2022-01-06 09:40,,,EL CAMPO,,,,,,,,,,TX,Client
2505,7609209781,ICD STONEBRIDGE,,,2022-01-06 09:40,3256588631,,SAN ANGELO,United States,Commercial & Residential Construction,,,,,,,,TX,Client
4505,7611914106,DDMS BEAUMONT,,,2022-01-06 09:40,4098324112,,BEAUMONT,United States,,,,,,,,,TX,Client
182129,7609492919,BUCKEYE COMM SERV(OH),,TJ Drudi,2022-01-06 09:40,(740) 286-5039,2023-03-01 10:05,WAVERLY,United States,Hospitals & Physicians Clinics,,,,,,,,OH,Client
4204,7609209780,CCMHMR - TEMPLE,,,2022-01-06 09:40,,,BELTON,,,,,,,,,,TX,Client
2655,7611996333,CENTER FOR LIFE,,,2022-01-06 09:40,3256469574,,BROWNWOOD,United States,Hospital & Health Care,,,,,,,,TX,Client
255201,7613309288,SOTO (GA),,Adam Chittam,2022-01-06 09:40,,2023-08-17 15:27,WASHINGTON,,,,,,,,,,GA,Client
4501,7609492918,DDMS OF HOUSTON,,,2022-01-06 09:40,,,HOUSTON,,,,,,,,,,TX,Client
292226,7613326745,BERKELEY CITIZENS - 01,,Casey Cushman,2022-01-06 09:40,8437610314,2023-10-10 16:31,MONCKS CORNER,United States,Non-Profit & Charitable Organizations,2023-06-16,2023-08-11,,1; 2,,,Agency,SC,Client
2402,7613309287,CARING MATTERS,,,2022-01-06 09:40, +1 915-592-8004,,EL PASO,United States,Hospital & Health Care,,,,,,,,TX,Client
392071,7613281686,21 PLUS INC (NJ-N),,Adrian Brown (Deactivated User),2022-01-06 09:40,7322403118,2024-01-22 14:26,MANCHESTER,United States,Individual & Family Services,,,,,,,,NJ,Client
2651,7613436680,GOLDEN RULE SERVICES,,,2022-01-06 09:40,2819972295,,PEARLAND,United States,Civic & Social Organization,,,,,,,,TX,Client
396099,7612081204,PENN REACH (NJ-S),,Adrian Brown (Deactivated User),2022-01-06 09:40,2673868620,, -,United States,Hospital & Health Care,,,,,,,,NJ,Client
292010,13341701990,Bamberg County DSNB,,Adam Chittam,2022-01-06 09:40,,2024-01-10 16:59,DENMARK,,,,,,,,,,SC,Prospect - Former Client
396079,7611239017,KELSCH (NJ-S),,Adrian Brown (Deactivated User),2022-01-06 09:40,,2023-10-13 14:00, -,United States,,2022-10-17,,,1,,,,NJ,Client
502103,7610949185,AIRES CG CASA BONITA (AZ),,Tarrytown Expocare Pharmacy Education,2022-01-06 09:40,2083773545,2023-09-20 10:00,CASA GRANDE,United States,Hospital & Health Care,,,,,,,,AZ,Client
